subject,session,total_volume_mm3_Association_ExtremeCapsuleR,total_volume_mm3_Association_UncinateFasciculusR,total_volume_mm3_Association_HippocampusAlveusL,total_volume_mm3_Association_SuperiorLongitudinalFasciculusR,total_volume_mm3_Association_FrontalAslantTractR,total_volume_mm3_Association_ArcuateFasciculusL,total_volume_mm3_Association_FrontalAslantTractL,total_volume_mm3_Association_ParietalAslantTractR,total_volume_mm3_Association_ArcuateFasciculusR,total_volume_mm3_Association_VerticalOccipitalFasciculusR,total_volume_mm3_Association_ExtremeCapsuleL,total_volume_mm3_Association_InferiorLongitudinalFasciculusR,total_volume_mm3_Association_CingulumL,total_volume_mm3_Association_HippocampusAlveusR,total_volume_mm3_Association_InferiorFrontoOccipitalFasciculusL,total_volume_mm3_Association_MiddleLongitudinalFasciculusR,total_volume_mm3_Association_InferiorLongitudinalFasciculusL,total_volume_mm3_Association_SuperiorLongitudinalFasciculusL,total_volume_mm3_Association_ParietalAslantTractL,total_volume_mm3_Association_VerticalOccipitalFasciculusL,total_volume_mm3_Association_UncinateFasciculusL,total_volume_mm3_Association_InferiorFrontoOccipitalFasciculusR,total_volume_mm3_Association_CingulumR,total_volume_mm3_Association_MiddleLongitudinalFasciculusL,total_volume_mm3_ProjectionBrainstem_CorticospinalTractL,total_volume_mm3_ProjectionBasalGanglia_AnsaLenticularisL,total_volume_mm3_ProjectionBrainstem_CorticopontineTractR,total_volume_mm3_ProjectionBrainstem_MedialLemniscusL,total_volume_mm3_ProjectionBasalGanglia_FornixL,total_volume_mm3_ProjectionBasalGanglia_AnsaLenticularisR,total_volume_mm3_ProjectionBrainstem_NonDecussatingDentatorubrothalamicTractR,total_volume_mm3_ProjectionBrainstem_MedialLemniscusR,total_volume_mm3_ProjectionBasalGanglia_FasciculusLenticularisL,total_volume_mm3_ProjectionBrainstem_CorticopontineTractL,total_volume_mm3_ProjectionBrainstem_CorticobulbarTractL,total_volume_mm3_ProjectionBasalGanglia_CorticostriatalTractR,total_volume_mm3_ProjectionBrainstem_ReticularTractL,total_volume_mm3_ProjectionBrainstem_CorticobulbarTractR,total_volume_mm3_ProjectionBasalGanglia_CorticostriatalTractL,total_volume_mm3_ProjectionBrainstem_NonDecussatingDentatorubrothalamicTractL,total_volume_mm3_ProjectionBrainstem_MedialForebrainBundleL,total_volume_mm3_ProjectionBasalGanglia_AnsaSubthalamicaR,total_volume_mm3_ProjectionBasalGanglia_FasciculusLenticularisR,total_volume_mm3_ProjectionBasalGanglia_OpticRadiationR,total_volume_mm3_ProjectionBrainstem_ReticularTractR,total_volume_mm3_ProjectionBasalGanglia_OpticRadiationL,total_volume_mm3_ProjectionBasalGanglia_AcousticRadiationR,total_volume_mm3_ProjectionBasalGanglia_FasciculusSubthalamicusL,total_volume_mm3_ProjectionBasalGanglia_ThalamicRadiationR,total_volume_mm3_ProjectionBasalGanglia_FasciculusSubthalamicusR,total_volume_mm3_ProjectionBasalGanglia_FornixR,total_volume_mm3_ProjectionBasalGanglia_AnsaSubthalamicaL,total_volume_mm3_ProjectionBrainstem_DentatorubrothalamicTract-lr,total_volume_mm3_ProjectionBasalGanglia_AcousticRadiationL,total_volume_mm3_ProjectionBrainstem_DentatorubrothalamicTract-rl,total_volume_mm3_ProjectionBasalGanglia_ThalamicRadiationL,total_volume_mm3_ProjectionBrainstem_MedialForebrainBundleR,total_volume_mm3_ProjectionBrainstem_CorticospinalTractR,total_volume_mm3_Commissure_CorpusCallosum,total_volume_mm3_Commissure_AnteriorCommissure,total_volume_mm3_Cerebellum_CerebellumR,total_volume_mm3_Cerebellum_SuperiorCerebellarPeduncle,total_volume_mm3_Cerebellum_InferiorCerebellarPeduncleL,total_volume_mm3_Cerebellum_InferiorCerebellarPeduncleR,total_volume_mm3_Cerebellum_MiddleCerebellarPeduncle,total_volume_mm3_Cerebellum_Vermis,total_volume_mm3_Cerebellum_CerebellumL,total_volume_mm3_CranialNerve_CNVIIL,total_volume_mm3_CranialNerve_CNIIIL,total_volume_mm3_CranialNerve_CNVIIIL,total_volume_mm3_CranialNerve_CNVL,total_volume_mm3_CranialNerve_CNIIR,total_volume_mm3_CranialNerve_CNIIL,total_volume_mm3_CranialNerve_CNVIIIR,total_volume_mm3_CranialNerve_CNVR,total_volume_mm3_CranialNerve_CNIIIR,total_volume_mm3_CranialNerve_CNVIIR,total_volume_all_bundles,mean_bundle_volume
sub-93517,ses-1,9117.3,14018.0,7618.83,44366.8,13958.4,24319.3,14562.7,14918.9,8266.74,9393.66,10601.6,39771.4,30448.3,7423.54,28871.2,9177.48,32301.7,38024.2,20361.3,8791.81,16628.7,24805.7,33638.7,11405.5,7141.66,4137.36,23049.3,3936.54,4959.67,3892.32,11961.3,6516.48,1236.85,23063.5,572.979,40193.9,8035.83,1061.82,35252.0,11820.7,4434.6,2357.63,1691.91,4678.4,11839.1,7576.46,2698.47,3937.16,22058.8,3421.29,5548.62,1634.19,,5344.73,735.108,30332.9,5681.88,6294.17,134373.0,4826.41,30893.6,12413.3,8868.58,10142.9,35085.0,17875.3,30366.0,1166.84,1029.27,4674.11,3348.82,3725.9,4066.12,4591.2,3700.1,2237.26,556.397,1093829.4940000002,14392.493342105265
sub-87563,ses-1,3719.14,16098.1,9769.5,38120.6,18811.3,22824.6,19303.8,18384.4,10790.8,6598.77,2463.87,33200.2,31254.1,8727.94,30631.3,1274.31,32939.2,36562.5,18522.0,6737.57,18186.1,28775.4,32051.8,1825.79,9267.15,4250.36,29804.7,1639.1,5972.37,4793.25,18544.7,4968.27,1330.81,26271.0,1911.77,44004.5,6889.25,3744.32,39622.1,12760.3,4298.26,1967.66,1842.99,8049.34,12626.4,6697.03,5229.27,2565.81,40276.2,3912.59,7139.82,1117.71,3591.4,6137.57,3755.99,34115.9,4830.09,7747.8,148052.0,2191.2,37508.9,13376.3,12557.6,13608.4,49179.7,20798.0,35744.5,1370.11,1268.78,6884.96,2539.41,4373.8,5401.23,5327.53,4302.56,2377.89,752.917,1186864.6569999997,15413.82671428571
sub-20974,ses-1,6034.39,12398.6,7649.54,38299.9,13761.9,23619.2,9054.66,15676.2,16733.1,10048.3,8154.35,30162.1,28110.3,6557.01,24958.0,5888.23,33782.4,32320.2,16559.3,8749.44,11597.1,24297.2,26454.7,6743.09,3022.11,3830.91,17287.6,4160.7,5554.15,4497.85,13357.8,5816.38,1094.37,18296.6,663.255,40994.1,9512.8,867.145,38242.2,19077.2,4272.47,2071.44,1204.3,7531.02,3407.78,7491.1,1637.87,2309.72,25683.3,2711.36,7131.22,1796.32,,3518.32,1414.33,29786.9,5635.83,4665.51,116510.0,183.623,25736.8,11236.6,7247.9,7558.65,26847.1,19556.2,29629.1,787.922,1284.14,3033.16,2460.8,3968.48,2831.12,2907.88,2888.23,2500.1,360.491,983681.466,12943.177184210526
sub-106880,ses-1,10586.9,14311.0,9964.18,34028.1,22999.0,21957.4,23933.7,17685.6,4772.98,11083.1,9603.07,30576.7,29987.1,7033.57,28861.4,14047.5,36052.8,30563.2,17516.1,9666.94,14308.5,30783.0,32105.8,9412.69,9343.91,4847.9,29456.5,6919.35,6130.81,4452.41,14234.8,7426.0,1543.91,31359.1,3418.22,51699.5,12783.6,5216.99,43806.8,16225.8,4099.9,1732.45,1525.49,6173.18,12158.4,9651.59,4362.13,2974.21,35517.9,3463.05,6629.48,1723.85,915.66,5188.13,190.379,35395.1,4500.92,8481.07,148885.0,5543.09,30195.9,11815.2,8452.82,8834.19,31094.4,16136.1,28858.3,632.549,1578.3,6197.14,3307.06,3301.54,3459.98,6071.85,2711.98,1471.44,388.741,1184324.399,15380.83635064935
sub-88770,ses-1,6064.48,15359.9,10690.1,35653.6,17143.3,25710.3,19715.3,20775.8,17322.0,8575.03,411.464,44488.4,39595.1,8980.35,34427.2,9676.15,40768.1,30741.3,21724.7,11302.4,15504.2,33794.7,34349.2,2724.87,5513.0,4857.11,25123.9,4116.48,5538.79,4836.23,17264.9,7663.05,1386.08,19416.2,409.621,48128.4,5753.74,2299.9,39717.3,17541.9,5883.93,1920.37,1021.29,6789.15,14931.8,7333.27,3360.49,2247.08,37747.8,2696.62,6503.58,1645.24,,4869.4,607.984,33390.6,6239.51,10230.7,143845.0,2296.83,38135.3,12089.7,10039.7,11446.7,42628.3,24126.5,38092.9,2398.77,1940.64,5745.14,3971.55,5270.42,5533.88,5054.25,4354.76,2886.39,559.468,1222899.5569999998,16090.783644736839
sub-93549,ses-1,10176.1,17395.1,10351.7,49307.5,25392.8,33411.5,20465.1,24261.0,16627.4,12215.6,14938.0,38794.3,36055.3,7651.38,34470.8,19935.7,44677.6,41005.1,21293.6,12970.3,19174.8,33570.5,34319.1,11148.2,9599.39,5287.62,28516.3,6999.18,7277.38,5477.38,11166.0,9171.34,2363.15,29957.0,1726.92,42687.8,3570.52,1008.39,44293.2,15466.1,5963.77,2285.16,1893.96,10293.3,4242.99,9915.05,5269.19,6338.38,29312.8,5053.63,7668.58,2302.35,,5282.09,4006.55,30951.9,6729.58,10049.5,155611.0,7567.25,32056.1,13120.2,12511.6,11222.5,40864.5,18116.1,32633.4,2688.03,1643.4,6125.28,4859.57,5267.96,3567.45,6380.76,5502.56,2881.47,576.049,1324930.1090000002,17433.290907894738
sub-90077,ses-1,8116.89,19340.6,12275.1,37352.3,14375.4,20973.0,18461.2,23630.9,2576.25,11415.4,11071.4,40579.5,37819.7,8664.08,36843.2,14241.6,48765.2,39264.1,19660.0,10248.5,23731.6,38093.6,35451.6,3190.38,6966.63,5455.27,36709.3,7510.75,8235.42,5790.58,19369.5,11239.7,1570.93,34703.0,116.684,59885.8,8888.85,542.887,53570.7,19214.7,7037.26,2186.29,1563.56,7327.74,12510.3,7129.99,5160.49,3881.88,46615.2,2954.56,8979.74,1985.47,1649.54,6213.72,,42563.2,7542.68,9175.64,161964.0,7276.15,32033.4,13599.8,10835.0,10519.3,37801.2,14378.5,30391.8,1421.7,2466.33,4744.73,3756.6,6025.79,4096.21,4990.38,3055.27,2286.39,596.93,1342628.9409999996,17666.170276315785
sub-88402,ses-1,9943.91,10604.1,7279.22,33553.3,20000.8,18866.5,20477.4,15854.9,5988.33,9161.52,10551.9,37262.6,25725.7,7429.68,26105.8,12821.7,31894.0,30144.9,19096.2,8613.72,12127.1,26010.0,27412.1,10518.1,3948.21,4638.49,30087.8,4040.33,5442.38,4699.9,14329.4,2337.36,1377.48,23666.5,1001.64,45996.7,4548.82,1245.45,36801.4,12709.3,4588.74,2648.72,1024.97,5754.97,8351.49,6864.69,3568.07,3019.04,36541.7,2329.38,5348.41,1390.99,613.511,4299.49,1220.27,37765.0,5988.33,3641.76,113103.0,3688.43,35395.1,10843.0,8740.23,10685.2,35279.0,18251.2,32422.1,789.151,1531.63,3200.82,3053.43,3366.63,4866.94,5121.19,2492.12,2549.23,527.533,1065180.105,13833.507857142857
sub-93787,ses-1,8458.34,13455.5,10621.9,40711.0,20147.6,25512.6,23237.9,20234.8,19549.4,10292.1,15003.1,40611.5,32750.7,7991.61,30230.9,13901.3,42908.9,36822.9,24019.0,10034.8,14022.9,25653.8,31056.9,8829.28,3267.15,4225.79,28219.7,4344.32,5872.88,3763.97,18598.2,6381.99,1515.05,27779.3,370.317,50196.7,8314.02,1186.49,47995.1,13033.6,5727.94,2094.78,1232.55,5929.99,10640.9,8435.01,3461.21,3697.03,32507.5,2381.58,7253.43,1385.47,4476.36,4016.99,7392.22,33530.0,6022.11,4940.64,136578.0,8713.21,35247.1,12041.1,10790.8,10136.1,39665.7,20811.5,35731.0,589.56,1143.5,3637.46,3089.66,3945.14,4277.38,4112.18,3591.4,1763.77,539.816,1232653.393,16008.485623376622
sub-20017,ses-1,9288.03,16241.2,8202.87,28444.4,15062.0,30134.5,22102.4,17178.3,27782.4,8905.43,12943.3,36285.6,28327.7,7739.2,26394.5,8858.14,32345.3,25667.4,20946.0,7436.44,14799.2,29036.4,30121.0,10805.5,7122.01,4378.1,25295.8,4504.61,5287.62,4249.13,18294.2,7740.43,1199.39,26741.5,76.7656,41767.9,6897.85,2292.53,38731.6,17628.5,6402.25,2188.74,1397.75,2425.18,7633.57,7198.77,1589.97,3164.59,32575.0,3012.28,5925.08,1929.58,243.808,5534.49,1109.72,32494.6,6144.94,4630.5,138751.0,2815.15,32602.1,12890.5,9582.81,11234.2,29584.2,16679.6,34617.0,1863.26,1828.86,6214.95,3293.55,5288.84,5624.77,5849.54,3870.22,2446.06,1481.88,1139374.4536,14797.070825974024
sub-20589,ses-1,8218.83,14319.6,9115.46,40004.1,15447.1,27196.5,15491.3,19653.2,17461.4,9777.48,9076.77,33414.5,28720.2,5963.15,32556.0,10607.8,33390.6,34309.3,18016.6,9393.04,13205.5,25413.1,29681.3,8216.99,4773.59,4560.49,21112.4,2988.33,6574.82,4736.13,12352.5,1908.7,1127.53,21433.6,603.685,41476.8,4247.29,1266.33,41530.8,13383.0,7112.18,1963.97,1462.23,4764.38,8633.98,6731.42,1016.99,2622.31,31311.8,2269.81,7486.18,1760.08,1134.29,2890.07,1122.62,33351.9,7032.35,1184.65,130466.0,5553.53,26750.7,11672.7,8715.05,8010.03,30311.4,16968.9,31660.0,297.237,1278.61,2367.45,2659.78,3359.88,3953.12,2454.66,3066.94,2231.73,366.633,1068721.3749999998,13879.498376623374
sub-104235,ses-1,7486.8,13751.5,9632.55,39875.1,14750.1,30322.4,11977.9,15998.6,25602.9,9275.13,6001.23,42491.9,36843.8,8546.16,30603.1,3749.23,46021.3,33726.5,21327.3,10787.1,13921.6,32078.2,32288.9,2295.6,3003.69,4155.78,25733.1,605.527,6159.06,3846.88,10644.6,1063.66,798.362,26012.5,343.91,53010.0,5577.48,,47637.1,13198.2,6351.28,1787.72,733.265,7388.54,4810.44,9491.3,4285.98,2190.58,35368.1,2368.68,6973.39,1478.81,,2546.78,,33749.2,6129.58,5033.37,143702.0,4891.51,38196.1,12043.0,12133.9,11798.0,44967.5,19782.2,34680.9,1057.52,2261.21,4491.71,2446.67,3677.38,3623.95,7285.37,3910.13,1705.43,884.954,1185371.1979999999,16018.5297027027
sub-121407,ses-1,9842.58,19908.1,9891.1,20663.5,29002.7,15918.1,23655.5,17680.0,13984.2,11836.0,10531.6,45592.0,35608.2,9841.97,31659.4,17920.2,47094.2,33469.2,21301.5,12464.9,21234.0,33412.7,33256.7,9961.72,5495.8,5641.35,31995.3,6430.5,7267.56,4536.54,18103.8,7928.35,1258.34,25442.0,1941.25,48761.5,9381.37,2856.91,42690.9,17779.5,4987.31,1656.3,677.994,9011.67,12510.3,6455.68,2409.83,3264.69,32256.9,2765.41,9263.46,2250.15,,4005.94,2070.83,27752.9,6309.52,7011.47,135485.0,1134.29,38457.7,12597.5,10626.8,12227.8,37604.7,23171.6,42511.0,521.392,2053.02,4670.42,3743.09,3633.16,4064.28,5667.15,4982.4,2618.63,1265.1,1254936.4259999997,16512.32139473684
sub-102041,ses-1,7047.7,14468.8,9506.04,35942.9,14632.1,24038.7,12361.1,17903.0,20896.8,11557.8,7171.75,35214.5,30285.0,7853.43,26830.5,13683.9,42376.5,31434.0,19086.4,8492.12,15358.7,25309.3,31516.3,7968.27,3673.7,4214.74,26977.3,4206.76,6153.53,4621.29,16728.8,4580.76,1144.11,31278.0,,40254.7,6874.52,1626.2,38941.7,14318.3,5344.12,1862.64,1599.8,4377.48,11492.7,6748.01,2641.97,3168.27,32731.0,2987.1,6863.46,1497.85,,4470.22,1914.23,36196.5,5950.26,2005.73,128974.0,2992.02,36233.4,11167.2,9836.44,10492.9,34949.2,20014.9,36922.4,1724.46,1433.98,4036.64,3198.36,3526.92,3538.59,3864.07,2504.4,2288.84,1184.03,1127264.11,15030.188133333335
sub-88760,ses-1,10609.6,19273.7,10092.5,46800.0,25739.2,22420.5,20655.5,18278.2,18060.8,11024.8,17320.2,38027.2,39461.2,7955.99,27832.8,13592.4,36615.4,39722.2,21708.7,10656.3,17251.4,24958.7,33691.5,10233.2,6010.44,4793.86,23454.0,6354.97,6593.86,5041.97,15929.2,7575.85,1221.49,27130.2,,40168.7,12360.5,,36573.0,18063.9,5620.47,1889.05,1160.7,6065.1,11802.9,6858.55,4843.6,2267.35,35137.2,2737.16,7093.14,1172.98,1373.18,5498.88,3004.91,37037.9,6880.66,5188.13,148427.0,3693.96,32215.2,14979.7,10386.1,10228.9,35933.7,25224.0,35726.1,1454.25,1549.44,5911.57,3421.29,4454.25,4469.6,3348.82,3848.11,2267.35,202.047,1246627.1770000004,16621.69569333334
sub-127417,ses-1,14473.1,18659.6,12251.8,39198.4,22402.1,24437.9,20729.8,23592.8,28399.6,11646.3,11727.3,43379.9,35715.1,9171.96,26913.4,16798.2,41605.7,40421.1,25259.6,10393.5,18509.1,34812.3,36196.5,7448.11,4776.05,4492.32,31607.2,7064.89,6993.04,4379.33,15870.8,7523.65,1055.07,26330.0,318.117,53057.9,8979.74,,49478.8,16878.6,6288.03,1893.96,986.285,7368.27,6942.07,5161.72,1483.11,2043.19,38128.0,2127.94,7318.53,1820.88,716.684,3929.79,1099.9,31151.5,7599.18,6471.04,151935.0,6498.67,39896.6,13550.1,6678.0,9233.98,38446.7,22102.4,36383.8,1271.24,1822.72,4018.22,4390.38,3622.11,5920.78,4788.95,2877.79,1604.71,485.159,1301006.065,17118.50085526316
sub-20247,ses-1,11186.9,17753.1,10391.6,40108.5,27903.4,23521.0,27413.3,21284.3,16638.5,14873.5,14212.1,41425.2,40136.8,9763.36,39308.9,15748.6,42097.0,38555.4,22618.2,14722.4,20171.6,37800.0,42098.9,13915.5,5594.06,4717.09,31430.3,6633.16,6978.92,5367.45,19109.1,10180.4,1406.35,25906.2,2768.48,57264.7,12688.4,1419.24,50121.8,14991.4,6611.06,2227.43,1157.01,7035.42,15875.1,6475.95,138.792,3727.74,39652.2,2708.91,8449.13,1465.3,,1122.01,3607.98,37142.3,8140.23,6742.48,162394.0,1943.71,41728.6,13620.7,12091.5,11764.8,50509.3,17110.1,39791.6,1106.65,1217.81,5804.1,4516.28,5470.63,4867.55,6286.18,3675.54,1752.1,1408.8,1399564.1020000002,18415.31713157895
sub-121001,ses-1,11391.4,20680.0,10669.8,38750.1,22350.5,24526.3,17918.3,16187.1,20670.8,10007.2,13262.6,39736.3,32443.6,7707.88,33388.8,14277.8,36832.1,38196.7,18814.3,9654.04,14466.9,32484.1,35691.7,8223.75,3902.15,5290.69,27689.1,5800.41,6797.75,5438.69,17225.6,3996.11,1385.47,22633.6,,44490.3,7239.31,264.688,41266.1,14790.0,5140.23,2255.07,2011.26,4184.03,5762.33,7527.94,4399.59,3481.47,32449.8,3434.8,7562.95,1112.18,1035.41,3625.18,112.999,35730.4,5782.6,1543.3,125150.0,8517.91,38801.0,13580.8,7865.71,11931.2,39548.4,24581.0,40016.4,1566.02,1435.21,5467.56,4246.67,5284.55,5624.77,6821.7,3369.7,2736.54,771.341,1211010.058,15934.342868421052
sub-98314,ses-1,5829.27,13757.6,6340.84,23678.2,20985.9,19759.5,17552.3,18576.1,13573.4,7515.05,5719.96,30701.3,27162.8,7045.86,22984.9,7538.38,32099.1,25817.8,16871.9,6313.82,14325.7,23068.4,28281.1,6793.45,5891.3,4290.89,17692.3,3978.92,5225.59,4061.82,9463.67,2513.0,867.759,16024.4,255.476,33275.1,4131.83,2068.37,35833.6,8969.91,4243.6,1857.11,966.019,6550.26,3157.83,7639.1,2067.14,2638.28,27429.3,2131.01,5622.93,1047.7,501.126,4780.96,3004.91,30967.9,5030.3,4367.66,104168.0,2547.39,29080.7,12689.1,8731.63,10263.9,30034.4,19387.3,31720.8,1074.72,785.466,2875.95,2237.26,3945.75,3391.2,2533.88,1356.6,1049.54,437.257,939150.5429999998,12196.760298701296
sub-105168,ses-1,6996.11,15263.5,10192.0,43927.8,23279.0,28294.0,20366.2,17710.8,19498.5,10667.4,9530.61,44116.3,34456.7,8890.07,37109.7,13548.2,43520.0,37107.9,20337.4,10123.2,16808.0,31012.1,38014.3,6340.23,9093.96,5951.49,31161.9,7895.81,5614.94,5159.26,21816.2,7830.71,1741.66,26619.9,1858.34,50279.0,14654.9,1613.92,53156.8,18566.8,5926.31,2180.14,1143.5,8225.59,17568.3,6987.51,3079.84,3276.36,42686.0,2414.74,6671.24,1916.07,834.596,5614.94,146.162,43383.0,7069.81,7112.18,138129.0,10774.2,40348.0,13559.9,12580.4,11684.3,49601.6,24542.9,41366.2,1624.36,1493.55,3665.71,3246.26,4069.19,3759.67,5691.1,4988.54,2189.97,279.427,1349956.1749999998,17531.898376623376
sub-83454,ses-1,10419.2,16519.3,10951.7,39792.2,18595.1,22224.0,23714.4,19185.3,19405.7,10957.2,14939.8,45275.1,35607.6,8605.12,32887.0,11481.1,44260.6,33621.5,20266.1,10029.9,14809.6,28245.5,37308.1,8988.95,6547.19,4381.17,23201.0,6388.13,5653.63,5146.98,15124.7,6722.21,970.932,29663.5,346.981,40306.9,15195.9,453.838,37698.1,14361.3,5331.22,2443.6,1718.32,8055.48,12166.4,7835.01,3682.29,3694.58,29422.7,3276.36,6604.3,1995.29,,6345.14,4220.88,36300.3,7527.33,5362.54,127421.0,5566.43,37066.1,11215.8,10144.7,12279.4,43454.9,22382.4,34022.5,1834.39,1511.36,5272.26,3245.65,4762.54,4508.29,4416.17,3924.87,2482.91,1321.6,1233067.541,16224.572907894737
sub-126176,ses-1,8330.61,16920.4,6629.48,27216.8,20131.6,19585.7,24191.0,14873.5,13553.1,8193.04,8543.09,30684.1,30773.8,7922.83,32667.2,10134.3,27254.9,32403.1,13708.5,8221.91,11813.3,35726.7,32010.0,9523.24,5560.29,5211.46,29318.3,6061.41,6598.16,5099.69,15754.1,7563.56,2428.25,22135.5,117.912,40058.1,11448.5,3285.57,40021.3,14337.4,4913.0,3143.09,1874.92,6533.68,11323.9,8419.65,2391.4,3923.03,29675.7,3079.84,5987.1,2244.01,,4194.47,694.575,29400.0,6348.82,7293.35,126043.0,5525.9,27394.3,12595.7,10913.6,9712.39,33910.1,18142.5,32083.7,241.351,1052.61,3744.32,2362.54,5299.9,3658.96,4898.88,3026.41,2315.87,299.693,1100673.961,14482.552118421052
sub-112694,ses-1,11998.8,12515.3,9409.62,35688.0,20844.6,28470.2,22877.4,19114.6,19695.0,7865.71,16654.5,36416.4,34287.8,7812.9,23162.3,12682.3,36491.9,33805.7,22301.9,7052.61,16123.9,27799.6,32204.7,11646.9,4523.65,5044.42,32586.7,6051.59,6148.62,4636.03,14197.3,8598.98,1174.21,26667.2,625.179,42662.0,10066.1,,38126.1,13329.0,5314.64,2834.8,1606.55,7620.68,3545.34,7043.4,4387.92,3751.69,30888.0,3006.14,6743.71,1900.72,,5397.54,,32376.1,7852.82,7034.19,123041.0,2336.75,33066.9,13393.5,9968.48,9719.76,32857.5,23533.9,35583.0,775.026,1553.12,5112.59,3506.65,4740.43,4537.77,7325.28,5343.5,1817.2,806.96,1171683.275,15833.557770270269
sub-86972,ses-1,8485.98,10122.6,8139.0,27525.1,15943.3,19715.3,14323.9,15614.7,12936.5,9971.55,10890.3,35312.2,27511.0,6820.47,21318.1,9269.6,28381.2,32092.3,16586.9,9845.65,13702.4,25798.2,27519.6,8632.75,4601.64,4531.63,17971.1,3754.76,4705.43,3915.66,8332.45,2753.74,1244.83,23610.0,673.081,38922.6,5513.0,159.058,34991.0,10668.6,5142.68,1882.29,893.552,6099.49,6398.57,6381.99,4205.53,2166.63,26393.2,2859.37,6009.83,1012.08,3360.49,3105.02,651.587,30420.7,5109.52,6216.79,107495.0,2863.05,34863.3,11900.5,9695.81,9760.29,38112.6,22680.9,33348.8,1085.16,892.938,4997.14,3254.25,4061.82,3203.28,5355.17,2088.03,1501.54,719.14,998995.2160000002,12973.963844155847
sub-97485,ses-1,13387.9,16672.9,11361.9,32085.0,23848.9,21893.6,24375.2,28437.1,22124.5,13200.6,15309.5,38721.8,36280.1,8781.37,37087.0,16462.2,40283.5,36675.5,23915.3,10433.4,17614.3,31894.6,36612.9,16454.9,5013.1,5030.91,29977.9,9413.92,6977.07,5671.44,13767.5,9413.92,1845.45,30189.2,936.541,42378.3,16053.2,1254.66,41111.4,21358.7,5141.45,2717.5,1757.63,5980.96,13585.1,7597.95,4067.35,3436.03,31107.3,2568.89,6997.95,1031.12,219.857,5258.14,3300.92,34876.8,5956.4,7382.4,155894.0,6257.32,40325.3,11505.0,11755.0,12736.3,45962.3,23283.9,37149.6,711.157,1800.61,6720.98,4901.95,6030.09,5952.71,6111.16,3813.1,2815.15,791.607,1341808.1619999998,17426.080025974024
sub-20386,ses-1,9461.21,13291.5,10339.4,27239.5,24461.2,21568.1,21513.4,19944.9,16147.2,10088.8,9028.87,38333.7,30920.0,8628.46,32972.4,7539.0,39363.6,29224.4,18140.6,10370.1,14769.1,27592.0,28966.4,6867.76,2479.22,4384.85,23864.9,2887.0,5815.76,3687.82,11922.6,2543.71,1220.88,24568.1,1607.17,47997.6,6967.86,,47807.2,13029.3,6021.5,1831.32,917.503,5387.72,3253.02,6155.99,4874.92,3071.24,35985.9,1615.15,7844.22,1738.59,,4583.83,,36475.3,7215.97,961.106,139473.0,,33536.1,12117.3,8329.99,11049.3,42987.5,18813.1,32492.1,579.12,1059.37,3095.19,1965.81,4222.72,3654.66,3593.86,2699.08,1618.22,53.4289,1126828.6979,15436.009560273973
sub-20387,ses-1,9506.04,21350.1,9311.36,37083.9,20916.5,22305.6,20449.1,22080.9,22014.5,14331.8,11790.0,40656.9,37371.3,7933.88,24927.3,10823.3,43193.9,34660.0,21226.6,10522.4,15690.9,34345.6,35108.9,13448.1,5590.99,4613.92,26879.0,4071.65,5829.89,4397.14,15643.0,5903.58,1206.14,25079.0,,43144.7,9354.35,359.877,46841.8,16731.8,6358.65,2159.26,1530.4,7274.92,7188.95,8092.94,1222.72,3299.08,36786.7,2668.99,6994.27,1728.76,311.975,2890.07,138.792,42543.5,7971.34,1882.91,136766.0,5244.01,35600.2,14666.5,11727.9,8861.82,39801.4,20537.0,37706.7,818.629,990.584,4479.43,2825.59,4184.03,4538.38,5301.13,4823.95,1679.02,692.119,1238984.3359999997,16302.425473684207
sub-19977,ses-1,10618.2,10085.8,7873.08,36363.0,17285.8,20661.6,17699.7,14516.7,19273.1,7759.47,7496.62,29887.0,28542.7,6557.63,26704.6,9806.96,34527.9,28941.3,18674.9,8309.73,11422.1,28351.7,27207.0,6211.87,2415.35,3929.17,22464.1,3418.83,5108.91,3227.84,14319.6,3179.94,1300.1,15910.1,,31605.9,3409.01,773.183,33663.9,15091.5,4335.11,1652.0,965.405,4632.35,7009.62,6102.56,3655.89,2482.91,23877.8,2385.26,7237.46,1486.18,,5167.86,305.834,26848.3,5971.75,2335.52,107695.0,366.633,35179.5,13222.1,9418.22,13123.9,28078.4,21700.7,31523.7,1265.71,1572.16,4550.05,2874.72,4116.48,3009.21,4152.1,2398.77,2305.43,744.32,988344.805,13177.930733333335
sub-20153,ses-1,13886.0,15093.4,9044.83,42706.9,21168.3,24717.9,16336.3,22033.6,16881.1,9053.43,9614.13,39364.8,35610.7,7814.74,33813.1,9467.96,45527.5,33452.6,22238.1,8552.3,12463.7,34313.6,31055.7,6040.53,3253.63,5164.18,26312.8,2490.28,5966.22,5387.1,15267.8,3920.57,1190.17,21840.1,1055.68,42319.4,11645.7,364.176,41380.4,12682.9,5955.78,2059.16,1335.11,5769.7,10201.8,7332.04,2495.8,3464.28,28983.6,2975.44,7215.97,1561.72,2121.19,2390.17,2551.08,38110.8,7327.74,4461.0,124095.0,2898.06,39625.2,13424.2,11086.8,11609.4,35267.4,24877.6,43314.2,1150.26,1315.46,4972.57,2649.34,5018.02,4578.3,4806.76,3676.77,1758.85,616.582,1193545.4780000001,15500.590623376625
