subject,session,total_volume_mm3_Association_ExtremeCapsuleR,total_volume_mm3_Association_UncinateFasciculusR,total_volume_mm3_Association_HippocampusAlveusL,total_volume_mm3_Association_SuperiorLongitudinalFasciculusR,total_volume_mm3_Association_FrontalAslantTractR,total_volume_mm3_Association_ArcuateFasciculusL,total_volume_mm3_Association_FrontalAslantTractL,total_volume_mm3_Association_ParietalAslantTractR,total_volume_mm3_Association_ArcuateFasciculusR,total_volume_mm3_Association_VerticalOccipitalFasciculusR,total_volume_mm3_Association_ExtremeCapsuleL,total_volume_mm3_Association_InferiorLongitudinalFasciculusR,total_volume_mm3_Association_CingulumL,total_volume_mm3_Association_HippocampusAlveusR,total_volume_mm3_Association_InferiorFrontoOccipitalFasciculusL,total_volume_mm3_Association_MiddleLongitudinalFasciculusR,total_volume_mm3_Association_InferiorLongitudinalFasciculusL,total_volume_mm3_Association_SuperiorLongitudinalFasciculusL,total_volume_mm3_Association_ParietalAslantTractL,total_volume_mm3_Association_VerticalOccipitalFasciculusL,total_volume_mm3_Association_UncinateFasciculusL,total_volume_mm3_Association_InferiorFrontoOccipitalFasciculusR,total_volume_mm3_Association_CingulumR,total_volume_mm3_Association_MiddleLongitudinalFasciculusL,total_volume_mm3_ProjectionBrainstem_CorticospinalTractL,total_volume_mm3_ProjectionBasalGanglia_AnsaLenticularisL,total_volume_mm3_ProjectionBrainstem_CorticopontineTractR,total_volume_mm3_ProjectionBrainstem_MedialLemniscusL,total_volume_mm3_ProjectionBasalGanglia_FornixL,total_volume_mm3_ProjectionBasalGanglia_AnsaLenticularisR,total_volume_mm3_ProjectionBrainstem_NonDecussatingDentatorubrothalamicTractR,total_volume_mm3_ProjectionBrainstem_MedialLemniscusR,total_volume_mm3_ProjectionBasalGanglia_FasciculusLenticularisL,total_volume_mm3_ProjectionBrainstem_CorticopontineTractL,total_volume_mm3_ProjectionBrainstem_CorticobulbarTractL,total_volume_mm3_ProjectionBasalGanglia_CorticostriatalTractR,total_volume_mm3_ProjectionBrainstem_ReticularTractL,total_volume_mm3_ProjectionBrainstem_CorticobulbarTractR,total_volume_mm3_ProjectionBasalGanglia_CorticostriatalTractL,total_volume_mm3_ProjectionBrainstem_NonDecussatingDentatorubrothalamicTractL,total_volume_mm3_ProjectionBrainstem_MedialForebrainBundleL,total_volume_mm3_ProjectionBasalGanglia_AnsaSubthalamicaR,total_volume_mm3_ProjectionBasalGanglia_FasciculusLenticularisR,total_volume_mm3_ProjectionBasalGanglia_OpticRadiationR,total_volume_mm3_ProjectionBrainstem_ReticularTractR,total_volume_mm3_ProjectionBasalGanglia_OpticRadiationL,total_volume_mm3_ProjectionBasalGanglia_AcousticRadiationR,total_volume_mm3_ProjectionBasalGanglia_FasciculusSubthalamicusL,total_volume_mm3_ProjectionBasalGanglia_ThalamicRadiationR,total_volume_mm3_ProjectionBasalGanglia_FasciculusSubthalamicusR,total_volume_mm3_ProjectionBasalGanglia_FornixR,total_volume_mm3_ProjectionBasalGanglia_AnsaSubthalamicaL,total_volume_mm3_ProjectionBrainstem_DentatorubrothalamicTract-lr,total_volume_mm3_ProjectionBasalGanglia_AcousticRadiationL,total_volume_mm3_ProjectionBrainstem_DentatorubrothalamicTract-rl,total_volume_mm3_ProjectionBasalGanglia_ThalamicRadiationL,total_volume_mm3_ProjectionBrainstem_MedialForebrainBundleR,total_volume_mm3_ProjectionBrainstem_CorticospinalTractR,total_volume_mm3_Commissure_CorpusCallosum,total_volume_mm3_Commissure_AnteriorCommissure,total_volume_mm3_Cerebellum_CerebellumR,total_volume_mm3_Cerebellum_SuperiorCerebellarPeduncle,total_volume_mm3_Cerebellum_InferiorCerebellarPeduncleL,total_volume_mm3_Cerebellum_InferiorCerebellarPeduncleR,total_volume_mm3_Cerebellum_MiddleCerebellarPeduncle,total_volume_mm3_Cerebellum_Vermis,total_volume_mm3_Cerebellum_CerebellumL,total_volume_mm3_CranialNerve_CNVIIL,total_volume_mm3_CranialNerve_CNIIIL,total_volume_mm3_CranialNerve_CNVIIIL,total_volume_mm3_CranialNerve_CNVL,total_volume_mm3_CranialNerve_CNIIR,total_volume_mm3_CranialNerve_CNIIL,total_volume_mm3_CranialNerve_CNVIIIR,total_volume_mm3_CranialNerve_CNVR,total_volume_mm3_CranialNerve_CNIIIR,total_volume_mm3_CranialNerve_CNVIIR,total_volume_all_bundles,mean_bundle_volume
sub-87445,ses-1,10692.5,15777.5,9577.28,35455.3,22206.8,26430.1,20750.1,21087.2,19352.9,12673.7,12216.2,41419.0,34805.5,9302.15,34561.1,20251.4,35335.5,35909.7,21687.2,12178.1,16411.9,34383.0,39591.4,8830.5,10376.9,5587.31,30162.1,8644.42,9256.71,5855.07,14677.6,9192.22,1575.84,32337.4,466.735,44907.3,11267.4,747.39,48899.1,12624.6,6726.51,2476.77,1425.38,9498.06,6376.46,7208.6,4801.84,4259.57,35735.3,3712.39,9284.34,2334.9,,6618.43,1566.63,33996.7,7437.67,7795.09,150591.0,5293.14,34036.0,14930.0,10535.9,12579.7,48079.8,20151.9,38520.4,2072.06,1602.25,6378.3,5205.32,5759.88,5490.89,6634.39,4437.05,2747.6,1090.07,1324854.415,17432.294934210528
sub-112028,ses-1,10760.1,14499.5,8147.6,30283.1,21987.5,21819.9,18207.0,20331.8,20409.2,8412.28,9746.78,36541.7,30509.1,7224.57,28879.2,12730.8,33807.0,31395.9,20645.0,9813.1,14535.1,37321.6,31779.7,9047.29,5108.91,3561.93,30654.1,4262.64,6015.97,3912.59,13357.8,4494.78,1387.92,30627.0,432.958,44354.6,9001.84,615.967,37005.9,15598.2,6090.28,2317.71,1381.78,5081.27,12006.8,6448.93,2473.7,3633.78,29312.2,2716.89,5991.4,1721.39,273.9,4965.2,,33711.8,6811.87,5323.85,120888.0,4070.42,27393.0,9897.85,8442.38,9407.78,32991.4,17057.9,30711.8,1192.63,1831.32,5317.09,3358.04,3605.53,3405.32,5876.56,3518.32,2003.28,1652.61,1122111.9050000003,14764.630328947373
sub-122801,ses-1,533.06,471.648,,2146.37,459.366,2015.56,292.324,1826.41,1436.44,2110.75,805.118,2204.71,439.099,,1443.81,1118.94,2167.25,3017.81,1865.1,1272.47,625.179,2329.99,1172.98,1368.88,,,2691.71,372.16,,9.21187,1497.24,,,588.332,460.594,,240.123,780.553,,372.774,287.41,54.043,,,771.341,,1099.28,,,27.0215,407.779,,,414.534,23.9509,,683.521,,5642.58,1860.18,1451.79,1114.64,,769.499,2502.56,1121.39,1407.57,440.942,,35.6193,108.7,366.018,15.9673,90.8905,364.176,75.5374,518.936,59791.83777,1048.9796099999999
sub-129405,ses-1,8455.89,14888.2,9804.51,39079.8,17165.4,26463.9,14981.0,20944.7,14826.8,10906.2,11057.9,39523.2,37397.8,8018.02,33356.2,8354.56,48419.5,36797.8,23478.6,9921.19,18256.7,38336.1,38120.6,9036.24,7909.93,6033.16,37491.1,5622.93,6572.37,5489.66,16827.0,6652.82,1758.24,32542.5,2070.83,51858.6,7392.22,1165.61,55618.8,18668.8,6238.28,2103.38,1255.89,8442.38,16784.7,10831.3,3241.97,4088.23,40045.2,2761.11,7489.87,1989.15,806.346,4268.78,1268.78,40861.4,6969.7,5985.26,158006.0,13772.4,36272.7,12717.3,11501.9,17762.3,37707.9,16720.8,35662.9,2431.94,1260.8,5724.87,3789.15,4075.95,4496.01,6450.77,4398.36,2071.44,1701.13,1343221.7259999998,17444.438
sub-118864,ses-1,11863.1,16635.4,10103.0,33978.9,22776.1,21865.3,22419.2,21227.8,23095.4,9445.86,13728.2,37423.6,33840.1,8363.77,29861.2,9925.49,48396.1,33253.6,22278.0,10051.4,16916.1,27657.7,34906.9,9178.71,5244.01,5162.95,29436.9,3542.89,6864.08,4684.55,8398.77,3653.43,1258.96,26101.5,2700.31,42200.8,1792.02,1153.33,42990.0,11588.5,5127.33,2261.82,1149.03,4809.21,2879.02,5291.3,4267.55,2729.17,35134.7,1777.89,7408.8,1422.93,1975.64,5917.71,114.841,35326.9,6784.85,5814.54,153973.0,5696.01,37611.5,12912.6,11411.7,11053.0,46701.1,18810.0,40029.9,1368.88,1454.86,5767.25,4397.14,4047.08,4781.58,5299.9,3553.94,2359.47,647.902,1228033.9729999998,15948.493155844153
sub-128154,ses-1,9671.85,13669.2,9542.27,29948.4,23038.9,24926.7,21585.3,15542.9,16531.6,10379.3,11384.0,37281.1,34740.4,7437.67,30211.9,12164.6,38193.7,35236.7,20432.6,11059.2,15555.8,32817.0,33402.9,8795.5,4296.42,4097.44,26847.7,4693.76,5578.1,4196.93,17247.1,7195.7,1567.25,29015.0,535.517,48690.9,8365.61,248.721,40994.7,12983.8,5350.26,1973.18,1208.6,5366.84,9593.25,7007.17,2664.69,3031.94,33505.4,2508.09,6819.24,1410.65,128.352,3437.87,459.98,31400.8,5631.53,6652.2,128854.0,2199.8,43430.9,13072.9,10667.4,12702.6,39609.8,23575.0,43688.9,1788.33,1283.52,5209.01,2627.23,3781.78,3697.65,5490.28,3242.58,1743.5,486.387,1195405.7470000002,15524.749961038964
sub-95057,ses-1,8546.78,9977.69,6206.35,26190.6,21916.3,22208.6,19973.8,18179.9,10182.8,9276.36,7842.38,33299.1,29386.5,5931.22,29342.9,10619.5,34476.4,27366.0,17659.8,10444.4,13292.1,22978.7,29613.1,8575.03,5081.88,5106.45,21960.5,3905.84,6505.43,4325.28,14280.2,4232.55,1448.11,22725.1,3416.38,33855.5,4227.02,322.416,38648.1,16492.9,3342.68,1414.33,1847.29,4857.73,4456.09,7984.24,751.075,4693.76,27486.4,2842.17,6482.7,1908.7,,1815.35,1902.56,30735.1,5729.17,2362.54,112534.0,1090.07,24934.1,12532.4,9342.07,10840.5,34887.2,14889.5,29409.2,1558.04,1091.91,4284.14,2840.94,4142.89,4284.75,4001.02,3889.25,2196.73,298.465,1009679.0259999998,13285.25034210526
sub-21059,ses-1,9590.18,11007.0,7191.4,26613.1,17807.8,20858.8,18077.4,14185.7,479.632,9840.74,10643.4,29117.5,27663.9,6278.2,24540.4,8161.11,31270.0,33469.8,14134.1,10798.8,13669.8,29455.3,28545.1,11069.6,5723.03,4648.31,26974.8,4290.28,5788.74,4439.51,14748.2,2722.42,1497.24,18904.0,484.545,41369.3,7814.13,712.385,39455.1,15323.6,5324.46,2404.91,1384.24,6229.68,6829.07,5311.57,1123.85,3715.46,32755.0,3041.15,6286.8,1519.35,424.36,2048.72,3932.86,33559.5,7032.35,6243.81,134724.0,4351.69,24375.2,9493.14,9208.8,10335.7,37875.5,12609.8,26516.1,459.98,1261.41,4769.29,3257.93,3550.87,3189.77,5253.23,3787.31,2926.31,1234.39,1037711.9120000001,13476.77807792208
sub-106246,ses-1,11665.3,19025.6,11046.9,44293.2,25916.1,25838.7,24062.0,23374.8,20775.2,11486.6,9859.78,38648.7,36553.9,9615.97,39507.9,14470.6,43489.3,39778.7,23406.1,10163.8,16671.7,38844.6,34018.2,10549.4,5767.86,5861.82,33986.9,6184.24,6461.21,6822.93,20918.9,9180.55,1534.7,28247.3,1704.81,59204.7,11322.6,2616.17,47497.7,17748.2,5649.95,2272.88,1501.54,6826.0,16473.3,9316.28,2674.51,3214.94,36023.3,1780.35,7078.4,1359.67,1866.33,5827.43,273.286,37475.8,6192.22,8121.8,154207.0,5972.37,36093.4,16207.4,11306.0,9622.72,45156.6,13662.4,38680.7,1693.76,1741.04,5686.18,4159.47,5084.96,3765.2,5995.09,5370.52,2462.03,241.965,1369160.4310000003,17781.304298701303
sub-125535,ses-1,10119.6,12076.2,8764.18,34593.7,18423.1,24609.8,20487.8,19634.2,19600.4,9776.26,9143.09,35671.5,28645.2,7085.77,26747.6,10616.4,32662.2,31590.6,18271.4,10575.8,15707.5,27791.6,32833.0,10297.0,4984.85,3833.37,23443.6,4153.33,4331.42,4198.16,13115.3,4209.83,842.58,26922.0,541.044,43061.8,5731.01,1348.62,41346.0,14926.3,4938.18,1901.33,1090.07,6650.36,1069.81,6042.38,1763.15,2748.21,33380.8,1824.57,6582.19,1123.85,210.031,5296.21,1432.14,32375.4,5990.79,5996.32,119719.0,5918.94,26321.4,11826.8,10013.3,9318.12,37351.1,16559.9,29765.4,1024.97,1353.53,2907.88,2594.06,5033.98,4547.6,3591.4,2350.26,1886.59,506.653,1085719.788,14100.256987012986
sub-84354,ses-1,8040.74,13334.5,8438.69,25271.2,21685.4,18542.9,20353.9,15536.7,11542.5,8646.88,8109.52,32678.8,27822.9,6309.52,23723.6,12162.1,29836.7,32347.8,17080.0,10086.4,12144.3,23022.3,26740.8,7454.25,2619.24,3758.45,21784.9,1500.92,5708.29,4474.51,12339.0,3498.06,995.497,23212.7,1090.69,41399.4,8104.61,,40892.7,12955.6,5021.7,2078.81,1027.43,6163.36,5053.63,5971.75,5005.12,2118.12,30195.9,2414.13,6128.97,1067.35,2448.52,4070.42,,33110.6,4874.92,2685.57,124626.0,2659.78,29334.3,11237.3,10403.3,9739.41,32429.5,14855.1,26787.5,1629.89,1365.81,4320.37,3463.05,4198.77,3210.03,4466.53,3843.81,1636.64,787.308,1015677.6650000002,13542.36886666667
sub-20325,ses-1,6549.64,15860.4,9970.32,29301.1,19929.6,22564.2,22596.1,18046.1,23218.8,10526.1,9420.06,37782.8,28343.1,7855.27,30014.7,7101.13,36300.9,30960.5,17982.8,8224.98,14341.7,32635.2,32043.2,5715.05,3796.52,4032.96,23541.9,3285.57,6178.71,3098.26,8692.33,4344.93,1518.73,21789.2,132.037,43422.9,3555.78,1828.25,40663.7,3444.01,5206.55,2172.77,1048.93,6410.24,940.225,8162.95,3128.35,2848.31,27824.8,2556.6,7281.68,2068.37,493.142,2290.69,1890.89,31399.6,7327.74,7442.58,139457.0,2493.35,29581.2,11979.7,8882.09,8630.3,35798.6,14430.7,28158.9,1979.32,1250.97,4058.14,3524.46,5797.95,4815.35,3284.95,3684.14,2124.26,378.301,1081413.635,14044.332922077921
sub-122528,ses-1,8032.76,21761.5,9698.26,32284.6,22422.9,30585.9,18826.0,15483.3,21407.8,8880.86,9320.58,41568.9,34531.0,7295.19,29667.8,11700.3,42050.4,35040.7,14239.1,9043.6,19319.1,34438.9,30613.5,11141.5,5536.95,5011.26,27580.4,6342.68,6501.74,5211.46,18945.1,7271.24,1416.17,25757.0,,48479.6,9839.51,,45272.7,21242.0,4900.72,3545.96,1355.99,8057.32,13817.2,7308.09,4994.68,3709.32,33926.7,2203.48,7315.46,2291.91,457.523,2609.42,956.193,33326.1,6300.92,9369.71,108996.0,1233.16,26034.0,13582.6,8888.85,9000.0,34010.9,12299.1,23748.8,1309.31,1630.5,3440.94,3967.25,4607.17,3145.55,4553.12,3981.99,2158.65,841.965,1167638.8110000002,15568.517480000002
sub-80688,ses-1,10623.7,13060.6,7997.14,31152.1,21294.8,27670.6,22313.6,20270.4,23589.8,10311.8,10513.2,36135.1,35501.3,7392.22,27505.4,12004.3,35169.7,32259.4,22847.3,8170.93,15440.3,29032.8,31507.7,10107.9,4409.42,4378.1,26199.8,4892.73,5925.08,4260.19,14898.7,6818.63,1225.79,24560.1,2487.21,41462.0,8545.55,884.954,40128.2,11541.3,5436.23,2186.9,1216.58,7561.72,13131.8,5935.52,3716.68,3182.4,33794.1,2621.09,6771.34,964.176,2485.98,3267.76,4087.0,35783.2,7602.87,6407.78,124599.0,3113.0,35840.9,11689.3,12243.8,11127.9,35653.0,21329.2,35173.4,1943.71,946.981,4460.39,3755.99,4348.62,3881.27,4602.87,4482.5,2380.35,1100.51,1173315.661,15237.865727272729
sub-97092,ses-1,11942.9,14178.9,9614.13,28178.5,19316.1,19986.1,14506.9,23153.1,18556.4,7911.77,10949.8,32788.1,31165.0,6867.15,27620.3,15311.4,33915.7,29757.4,22499.7,7811.06,15541.0,26497.7,29086.2,12237.1,5621.7,3769.5,21561.3,3838.28,4693.14,3578.51,14028.5,3269.6,1088.84,23152.5,184.852,35723.0,9073.7,269.601,38705.2,11487.2,4919.76,1507.06,1254.04,4061.82,6186.08,7204.3,869.601,1631.73,24400.4,2283.93,6404.71,657.114,156.602,3640.53,2896.83,31104.2,5385.88,2815.15,117749.0,12661.4,33278.8,11492.1,10006.6,8663.46,48145.6,23121.2,35138.4,1135.52,1589.97,3469.19,3170.11,3292.94,3687.21,4079.63,2919.55,1536.54,1083.93,1083038.7199999997,14065.43792207792
sub-80557,ses-1,5839.1,12096.4,7222.11,30546.0,13990.4,18399.8,18369.7,19761.3,11912.8,8450.97,5137.16,25552.5,29130.4,6657.12,26406.8,7441.35,33056.5,32848.3,19431.5,8553.53,11466.9,23713.8,29331.2,5143.91,6272.67,4013.92,27720.4,4034.19,4768.68,3814.94,13282.3,2873.49,1540.84,24511.0,181.167,39132.0,6708.7,1094.98,41561.5,12671.2,4979.94,1490.48,1468.37,8490.28,13431.5,6254.86,4897.65,4018.22,29528.4,3194.06,5268.58,1298.26,1188.33,6841.35,1727.53,31811.1,5327.53,7164.38,125716.0,518.322,26012.5,11161.1,11109.5,12236.4,34271.2,14613.1,28842.4,1014.53,1829.48,3767.04,4107.27,4074.11,3579.12,3088.43,3901.54,2611.26,141.863,1035617.512,13449.578077922079
sub-105767,ses-1,11973.0,12897.9,8315.25,39019.0,17425.2,24003.1,13753.9,16878.0,15443.4,7375.64,7456.09,36029.5,28940.0,5597.14,25458.6,13650.2,35931.2,33427.4,16212.9,8373.59,14487.2,22123.2,29398.2,7967.04,4186.49,4002.87,21294.8,2645.65,5788.74,3479.02,10615.2,1411.26,1480.04,21159.1,2576.25,38247.7,3772.57,966.019,38588.5,12534.3,4599.8,2158.65,1257.73,4992.84,4815.97,5130.4,2312.79,2963.77,24962.3,2724.26,6140.64,1224.57,,4418.02,1317.3,34045.9,5675.74,2668.37,124420.0,3066.94,32675.1,11363.8,10867.6,10699.9,36031.9,15607.4,34153.3,878.813,937.769,3891.71,3125.9,4139.2,4763.77,2560.29,2372.36,1836.23,779.939,1040466.13,13690.343815789474
sub-129720,ses-1,8129.17,15463.7,9073.7,31031.1,20296.8,20625.4,18506.0,20803.5,13576.5,10906.9,13269.4,35406.8,28114.0,7550.67,25181.0,12132.0,36904.6,33666.3,20995.1,8814.54,16066.7,25923.4,31820.9,11844.0,3937.77,4056.91,21320.0,4721.39,6097.65,4211.06,14535.7,3095.8,1358.44,27720.4,,43644.6,10512.0,,41326.9,15055.9,3584.65,1995.91,1715.25,5435.01,5969.91,8061.62,2733.47,2783.21,27603.1,2379.73,7792.02,1266.33,418.833,5301.13,674.923,30458.1,4846.67,1786.49,115079.0,11860.6,38317.1,12481.5,8240.94,9685.98,36137.6,25227.0,41879.0,1074.72,2380.96,3302.15,2116.89,4640.33,3354.35,5059.16,3713.61,2294.37,582.805,1119931.121,14932.414946666668
sub-20197,ses-1,6867.76,13760.7,9167.04,29630.9,17376.7,25348.0,13252.2,15445.2,12988.7,9316.28,8390.18,35900.5,29595.9,7026.82,25997.8,9523.24,39845.0,31556.2,18461.2,7957.83,13462.2,29853.2,25215.4,8703.38,1440.12,4211.06,20995.7,1671.65,5569.5,4409.42,17452.8,4476.97,1341.86,23614.9,,43291.5,5188.74,46.6735,41626.0,18533.7,4844.22,2151.89,1367.04,3678.61,9194.68,4933.88,2580.55,2597.13,30560.1,3073.08,5805.94,1330.19,1474.51,2639.51,1262.64,28376.9,6636.85,6477.18,101093.0,3233.98,27775.6,11336.1,8632.14,8613.72,31400.8,13413.7,25311.2,1190.17,1787.72,3991.81,3304.61,2600.82,4159.47,4709.72,4782.19,2131.01,1370.11,1018335.6934999999,13399.153861842104
sub-127305,ses-1,3270.22,9240.74,6515.87,22143.5,14395.7,18160.3,17626.0,15734.5,18300.3,8492.73,3629.48,25574.0,26473.1,5329.38,18665.1,6013.51,28687.6,23805.3,17756.2,8021.09,10073.5,18977.1,26488.4,4881.07,5172.16,3841.97,22768.7,2063.46,5374.82,3533.06,14761.1,4093.14,1238.69,26026.0,1464.07,35344.7,5173.39,420.676,33622.1,13553.1,5119.96,1556.81,1074.1,6572.98,6685.98,6203.28,2872.26,2189.97,31083.3,1796.93,4914.84,1210.44,709.314,4165.0,1217.81,28281.1,5565.81,6695.19,119738.0,159.058,26640.1,10097.4,9410.24,8248.31,25128.2,13451.2,24919.4,954.964,1619.45,3385.06,3576.66,3362.33,2989.56,4422.31,3067.55,1903.79,421.904,918116.3860000002,11923.589428571431
sub-126389,ses-1,7026.82,16077.2,9798.36,43766.2,7507.06,29607.0,5538.79,15845.0,20400.6,7093.76,8823.13,36484.6,30296.6,7389.77,37585.1,7951.69,39948.8,34761.9,18899.1,13749.6,14863.1,32277.2,32094.2,3817.4,7418.02,4220.27,32314.0,1804.3,5053.02,4302.56,15799.0,1502.76,1659.37,30378.9,,49882.9,6849.95,,53557.2,16199.4,5721.8,2515.46,1491.71,5903.58,8309.11,5812.08,4206.14,3328.56,31503.4,2966.84,5596.52,1976.25,,4424.77,2089.25,33377.1,6512.18,6205.73,128023.0,608.598,28573.4,9327.95,10796.9,10174.2,38540.6,11178.3,31061.2,1677.18,1805.53,5060.39,3686.59,4112.8,4195.7,6740.02,2766.02,2829.89,741.863,1146385.241,15491.692445945944
sub-93278,ses-1,356.807,433.572,,3956.19,635.005,599.386,,55.2713,2008.8,125.282,,1110.95,,79.2221,,296.622,,1702.35,669.396,,31.9345,1842.99,4594.27,,,,210.031,,,50.9724,640.532,,,,,283.112,,127.738,,,,59.5701,77.3798,,,,70.0103,,,218.014,210.031,,,,493.142,,435.415,,10172.4,,1683.93,1351.69,,110.543,2204.09,2208.39,,,,,,,,47.9018,211.873,,235.21,39600.02329999999,1070.2708999999998
sub-20461,ses-1,11095.4,15528.2,9487.0,31625.0,23563.4,18443.4,16621.9,18404.7,4431.53,12865.9,8088.64,36178.1,28591.2,7633.57,31022.5,16207.4,35534.5,32135.9,18399.8,12462.4,16803.1,33304.0,31194.5,13276.8,8355.79,5576.87,26054.9,4890.28,6665.71,5232.35,18033.8,6308.29,1383.01,28806.8,1080.25,43384.9,5455.89,426.203,40860.8,13189.6,4014.54,1979.32,1914.84,7258.34,11115.7,7918.53,1430.91,3577.89,33073.1,2354.56,6900.92,1430.91,1844.83,4793.86,1236.85,37738.6,6607.37,5725.49,128724.0,740.021,37276.8,13846.1,13150.9,13418.0,40048.9,16151.5,38338.6,1861.41,655.271,5714.43,4071.65,4406.35,4949.85,5746.98,5029.68,2361.92,405.323,1176418.528,15278.162701298701
sub-21056,ses-1,10758.9,11235.4,5972.37,31492.9,16871.2,24549.6,11148.8,14415.4,17580.6,8316.48,8388.33,37386.7,25737.4,5708.29,31126.3,11253.8,34645.2,29458.3,15117.3,8504.4,13392.8,24678.6,26406.1,7414.95,4084.55,3707.47,25042.8,4574.0,4492.94,3728.35,13595.5,6202.05,1265.1,30152.9,283.726,37152.1,2614.33,340.225,41331.2,11721.8,4481.88,2644.42,1574.0,4489.25,9596.93,6571.14,499.284,2625.38,29077.6,3185.47,5016.79,1891.51,623.337,2162.33,671.239,32535.1,6303.38,4984.85,115114.0,1215.35,31424.8,12409.6,7725.69,8062.23,30477.2,14302.4,29721.8,1251.59,1008.39,4592.43,3967.86,3931.01,4247.9,4449.34,2825.59,1448.11,141.863,1019100.204,13235.067584415585
sub-131867,ses-1,11895.0,16027.4,12049.1,41372.4,21612.9,29387.7,23436.2,20330.0,25112.8,13555.0,9954.35,43747.2,38721.8,8769.09,32253.2,13831.3,39519.6,34946.8,26169.7,12278.2,18695.8,34136.1,36852.4,6938.38,7375.03,5604.5,26653.6,8084.34,7757.63,5274.11,14739.0,9378.92,998.567,24784.2,716.684,44572.0,5425.18,1395.91,37889.1,8340.43,5789.97,2633.37,1537.15,6741.25,11215.2,10381.2,5587.92,5570.11,29014.3,4061.21,9374.0,1908.7,,7464.08,1263.26,31156.4,8397.55,8783.83,127120.0,2060.39,33993.7,13241.1,12269.0,13060.0,42738.8,19769.3,39982.0,1894.58,1681.47,4426.61,3191.61,6506.04,5097.85,3390.58,4117.71,3024.57,569.908,1269596.3390000004,16705.21498684211
sub-90021,ses-1,5099.69,15731.4,10407.6,26614.3,18334.1,20651.8,20182.0,22701.1,13533.5,10250.4,12509.7,42817.4,33587.7,8964.38,34984.2,11145.1,39899.1,32152.5,19793.2,10997.1,16755.2,36311.4,35327.5,9203.28,691.505,5056.71,28083.3,2333.06,7049.54,4044.01,9420.06,5665.92,1215.97,23824.4,365.404,47890.7,4813.51,,43173.6,17664.7,6348.82,1673.49,1034.19,4666.12,6585.26,10785.9,3205.73,2120.57,34835.6,908.291,8379.74,1455.48,,4557.42,3340.84,31317.3,5813.92,4933.27,145506.0,,23676.4,13178.5,9777.48,10035.4,31119.6,12061.4,24164.6,1586.28,1922.21,5714.43,3055.27,4745.96,3437.26,5867.35,4580.14,2110.75,1146.57,1144893.58,15471.534864864865
sub-109521,ses-1,11886.4,13706.0,7283.52,25277.4,20199.2,19620.7,17490.3,15917.5,12934.7,6682.29,9523.85,30270.8,27294.2,6331.63,25115.3,11449.1,29304.8,27857.9,16211.1,7186.49,14688.6,21907.7,29352.7,8903.58,3261.62,4363.97,22824.0,4151.48,5322.01,4702.97,15521.4,4010.24,1416.79,22054.5,931.014,35745.1,8426.41,495.599,36955.6,13949.8,4863.87,2304.2,1349.85,3994.88,9816.79,5350.87,1921.6,3311.36,28938.2,2267.35,6148.01,2010.65,1505.83,2230.5,1249.74,28886.6,5236.64,1234.39,114020.0,2204.09,36067.6,12859.8,9613.51,10572.8,38451.6,19575.8,34869.4,1005.32,615.353,4727.53,2557.83,3620.27,3490.69,5570.11,3976.46,2240.94,849.335,1020038.0309999998,13247.247155844154
sub-127611,ses-1,6886.18,19004.7,8248.31,32258.8,21127.7,29872.3,24927.9,21145.6,22306.2,14807.2,5115.66,46648.3,36151.1,8656.71,29995.7,9580.96,40598.0,35678.2,27186.1,14202.9,22343.7,45538.6,35600.2,936.541,10338.2,5264.28,32004.5,7215.35,5801.02,4931.42,17118.1,7807.37,1636.64,34241.2,2708.29,48772.0,13657.5,7099.9,44100.9,21407.8,6519.55,2062.23,2188.74,9283.11,17912.2,10999.6,2683.73,4133.68,40759.5,3156.6,7418.02,2231.12,1244.83,3205.12,171.955,40794.5,7265.71,9950.67,161755.0,1591.81,38588.5,15592.0,12032.6,14651.2,39047.3,19552.5,33923.7,1998.98,1849.13,6705.02,3848.11,3776.87,5170.93,6731.42,4714.64,2261.82,930.399,1369624.8249999997,17787.335389610387
sub-93723,ses-1,5548.62,15619.0,10443.8,35971.8,19789.0,21339.0,19082.7,22818.4,20417.2,8417.81,12552.1,38285.8,33562.5,7285.37,35190.0,9385.06,40776.7,38088.0,20724.9,7887.82,19585.1,32573.2,36745.6,9211.26,4505.84,2947.8,27677.4,5049.95,5973.59,3220.47,11569.5,6508.5,1456.7,31887.8,,48577.3,2757.42,1837.46,46876.8,8624.16,4612.08,1586.9,1116.48,6995.5,8338.59,6017.2,3058.34,2425.79,39979.5,1874.92,7605.32,1232.55,997.339,3579.73,853.02,39556.4,5695.4,4761.93,148640.0,3280.04,28861.4,13000.4,9614.74,10493.6,35560.9,12112.4,28459.2,1625.59,1624.36,7139.82,4309.32,4096.21,3655.27,6926.72,5059.16,2140.84,239.509,1197897.898,15761.814447368422
