sub,ses,acq,dir,space,desc,raw_dimension_x,raw_dimension_y,raw_dimension_z,raw_voxel_size_x,raw_voxel_size_y,raw_voxel_size_z,raw_max_b,raw_neighbor_corr,raw_masked_neighbor_corr,raw_dwi_contrast,raw_num_bad_slices,raw_num_directions,raw_coherence_index,t1_dimension_x,t1_dimension_y,t1_dimension_z,t1_voxel_size_x,t1_voxel_size_y,t1_voxel_size_z,t1_max_b,t1_neighbor_corr,t1_masked_neighbor_corr,t1_dwi_contrast,t1_num_bad_slices,t1_num_directions,t1_coherence_index,t1post_dimension_x,t1post_dimension_y,t1post_dimension_z,t1post_voxel_size_x,t1post_voxel_size_y,t1post_voxel_size_z,t1post_max_b,t1post_neighbor_corr,t1post_masked_neighbor_corr,t1post_dwi_contrast,t1post_num_bad_slices,t1post_num_directions,t1post_coherence_index,mean_fd,max_fd,max_rotation,max_translation,max_rel_rotation,max_rel_translation,t1_dice_distance,CNR0_mean,CNR1_mean,CNR2_mean,CNR3_mean,CNR0_median,CNR1_median,CNR2_median,CNR3_median,CNR0_standard_deviation,CNR1_standard_deviation,CNR2_standard_deviation,CNR3_standard_deviation,file_name,subject_id,session_id,task_id,dir_id,acq_id,space_id,rec_id,run_id
102041,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.936954,0.785586,1.272167,0.0,109.0,6551.24,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.977452,0.898772,1.309013,0.0,109.0,6083.0,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.97638,0.874764,1.40912,0.0,109.0,6550.99,0.4236500834492761,1.2151412293299997,0.005218566861,0.6243690539,0.0055334332869999,0.7101441245,0.0256144881748475,22.849174,0.71409994,1.0740402,1.6286682,21.961134,0.5090659,0.7856909,1.2981381,11.89618,0.62492615,0.8605353,1.0194895,sub-102041_ses-1_acq-multiband_dir-AP,sub-102041,ses-1,,dir-AP,acq-multiband,,,
104059,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.934013,0.762111,1.300879,14.0,109.0,5990.85,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.976268,0.87422,1.367771,0.0,109.0,5639.64,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.975809,0.868488,1.395143,0.0,109.0,5908.14,0.2817140238537949,1.1685823743899997,0.007148404606,0.4016436293,0.00477216125,0.6334414786,0.0300299841160631,25.463861,0.6840777,1.0271654,1.4361198,24.429249,0.50739276,0.78752446,1.1778954,12.494554,0.5639128,0.7660757,0.86650693,sub-104059_ses-1_acq-multiband_dir-AP,sub-104059,ses-1,,dir-AP,acq-multiband,,,
104235,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.939794,0.779518,1.290943,4.0,109.0,5013.66,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.980682,0.907713,1.313211,0.0,109.0,5150.32,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.980417,0.874983,1.519381,0.0,109.0,5938.18,0.3587782157404164,1.60110855539,0.01008463185,0.6729548181,0.0092984839569999,0.8137930809,0.0232930315759211,22.152409,0.8599116,1.1860223,1.738049,21.378788,0.6412604,0.89716935,1.4071931,11.447982,0.70326495,0.90893793,1.0786539,sub-104235_ses-1_acq-multiband_dir-AP,sub-104235,ses-1,,dir-AP,acq-multiband,,,
104785,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.952487,0.798078,1.46755,0.0,109.0,7465.04,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.981969,0.897584,1.520569,0.0,109.0,6324.57,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.981266,0.87143,1.733778,0.0,109.0,7118.81,0.2230130788313902,0.7986158409649998,0.004928611219,0.4096562671,0.002602179651,0.3784360673849999,0.029811633480413,29.501335,0.90276355,1.4897517,2.3232255,27.919367,0.65710163,1.1265649,1.8839726,15.687607,0.76856506,1.1631477,1.4851675,sub-104785_ses-1_acq-multiband_dir-AP,sub-104785,ses-1,,dir-AP,acq-multiband,,,
105168,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.951895,0.810139,1.326398,0.0,109.0,6974.05,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.98245,0.909561,1.35819,0.0,109.0,6318.46,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.981894,0.885526,1.526446,0.0,109.0,6247.1,0.2506626788873658,0.8079420031129998,0.004179687705,0.346609771,0.0025474549624,0.485635934,0.025966585923246,29.515299,0.8937004,1.3394669,2.0078468,28.11591,0.6750408,1.0451651,1.6670468,15.446187,0.72804254,0.9972276,1.2281092,sub-105168_ses-1_acq-multiband_dir-AP,sub-105168,ses-1,,dir-AP,acq-multiband,,,
105176,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.933284,0.754509,1.336216,0.0,109.0,6657.06,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.975624,0.883324,1.37498,0.0,109.0,5212.32,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.974788,0.850612,1.563352,0.0,109.0,5968.28,0.5124615506414684,1.20326886012,0.004547356162,0.6666936958,0.004728641594,0.9988772545,0.0242496838175093,21.221909,0.7479237,1.0921309,1.6694757,20.521446,0.5469438,0.8186232,1.3615376,10.965999,0.6284518,0.8448541,0.9968607,sub-105176_ses-1_acq-multiband_dir-AP,sub-105176,ses-1,,dir-AP,acq-multiband,,,
105309,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.949291,0.806302,1.314668,0.0,109.0,6207.14,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.982156,0.910849,1.345381,0.0,109.0,5071.09,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.979013,0.951408,1.077154,0.0,109.0,786.235,0.2594605271707427,0.686093824945,0.004760613665,0.4636269786,0.003703375696,0.4052202822999999,0.0222862093206558,25.910746,0.79326785,1.2689211,1.8543231,24.905876,0.57174546,0.94901055,1.4930491,13.220726,0.68777645,0.99268734,1.170686,sub-105309_ses-1_acq-multiband_dir-AP,sub-105309,ses-1,,dir-AP,acq-multiband,,,
105767,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.940412,0.753655,1.350481,0.0,109.0,5464.04,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.978215,0.872463,1.412749,0.0,109.0,4448.94,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.977693,0.859212,1.485525,0.0,109.0,4734.73,0.395258420365105,1.0275163829826,0.004315370228,0.579955071,0.00305733210868,0.8851045046,0.0296610326653388,23.03345,0.75476426,1.0796129,1.5339494,22.302053,0.56301373,0.82950157,1.2622825,11.682882,0.62023205,0.80574495,0.92031765,sub-105767_ses-1_acq-multiband_dir-AP,sub-105767,ses-1,,dir-AP,acq-multiband,,,
105860,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.942206,0.790597,1.321012,0.0,109.0,6159.21,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.979438,0.902593,1.355288,0.0,109.0,5168.13,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.97932,0.880619,1.500517,0.0,109.0,6293.39,0.2525559822756923,0.93643907375,0.006061906461,0.4155291702,0.00389243057,0.6295020121,0.0240630664144432,27.254805,0.8001221,1.2846988,1.9476209,26.252075,0.57798016,0.96906817,1.5667846,13.657172,0.68114805,0.9796383,1.2099966,sub-105860_ses-1_acq-multiband_dir-AP,sub-105860,ses-1,,dir-AP,acq-multiband,,,
106039,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.935246,0.779041,1.312112,1.0,109.0,7177.82,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.976448,0.893354,1.361305,0.0,109.0,5947.54,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.975462,0.872866,1.455623,0.0,109.0,6625.0,0.5104198486831216,1.110116673444,0.005100131501,0.6617575064,0.0038254617835,0.7992902775999999,0.0235314055061701,22.967123,0.79723674,1.1766813,1.7563164,22.063087,0.55174017,0.82940245,1.3816807,12.093621,0.71475136,0.9880646,1.1019031,sub-106039_ses-1_acq-multiband_dir-AP,sub-106039,ses-1,,dir-AP,acq-multiband,,,
106246,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.931706,0.765646,1.298795,1.0,109.0,7203.19,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.978621,0.905495,1.341808,0.0,109.0,6449.07,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.977503,0.867417,1.574515,0.0,109.0,6865.08,0.4352351329747392,1.707132259718,0.02356505394,0.8070935327999998,0.015124417842,0.7746248706,0.0292912692139881,24.519823,0.8301499,1.2615775,1.9772303,23.668453,0.601256,0.9424203,1.5831214,12.184613,0.6905899,0.95294917,1.2127126,sub-106246_ses-1_acq-multiband_dir-AP,sub-106246,ses-1,,dir-AP,acq-multiband,,,
106331,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.938942,0.776601,1.309293,2.0,109.0,6474.39,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.977984,0.88275,1.399924,0.0,109.0,6549.35,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.977003,0.854355,1.552387,0.0,109.0,7527.4,0.3418276394708487,1.04545913881,0.006329730619,0.4069678987,0.0058893909739,0.5033886171999999,0.0274738984263336,24.77411,0.75454795,1.1217223,1.6470199,23.949986,0.5592076,0.85563135,1.3415067,12.08996,0.62574077,0.84892136,1.0043241,sub-106331_ses-1_acq-multiband_dir-AP,sub-106331,ses-1,,dir-AP,acq-multiband,,,
106802,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.947944,0.819158,1.317023,0.0,109.0,6264.63,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.980342,0.915669,1.335159,0.0,109.0,6376.74,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.97937,0.877247,1.580676,0.0,109.0,7551.2,0.2586496340814186,0.6864095706750001,0.003096484812,0.4183202733,0.0024617564636,0.49131750907,0.0236892044606494,28.376225,0.86251146,1.3326116,2.2226324,26.887966,0.6383381,1.0150757,1.815541,14.388508,0.7151259,1.0119743,1.3607492,sub-106802_ses-1_acq-multiband_dir-AP,sub-106802,ses-1,,dir-AP,acq-multiband,,,
106880,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.94628,0.796046,1.34779,0.0,109.0,5583.76,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.980927,0.899169,1.41762,0.0,109.0,5926.65,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.980388,0.871325,1.630308,0.0,109.0,6597.9,0.3423967528676847,0.76723423343,0.004986184184,0.501848313,0.0036945070315,0.6395715929,0.0241875902017734,26.460129,0.8645942,1.2481006,1.975383,25.505318,0.6279826,0.91749007,1.5696744,13.525866,0.71718925,0.97436714,1.237894,sub-106880_ses-1_acq-multiband_dir-AP,sub-106880,ses-1,,dir-AP,acq-multiband,,,
107055,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.937281,0.781733,1.26978,0.0,109.0,6020.06,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.978049,0.904468,1.299191,0.0,109.0,6566.06,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.976909,0.870649,1.466882,0.0,109.0,6976.83,0.3828153980728854,1.3650169137875,0.00871032849,0.873993137,0.003924532794,1.0035758127,0.0247075969313398,24.467373,0.74068445,1.1111407,1.7014558,23.499243,0.52007335,0.81348926,1.3651656,12.463946,0.66374797,0.895751,1.049041,sub-107055_ses-1_acq-multiband_dir-AP,sub-107055,ses-1,,dir-AP,acq-multiband,,,
108202,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.941611,0.767981,1.330392,14.0,109.0,4543.86,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.978308,0.88272,1.385222,0.0,109.0,5792.68,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.978454,0.852651,1.598754,0.0,109.0,6491.65,0.2340073472637537,0.7277548541209998,0.004110496491,0.2452916938,0.00288010994,0.3808269371,0.0213894452847156,25.500202,0.7211117,1.11832,1.6844598,24.470093,0.55294853,0.88643163,1.4241198,12.071434,0.57161665,0.794735,0.9709045,sub-108202_ses-1_acq-multiband_dir-AP,sub-108202,ses-1,,dir-AP,acq-multiband,,,
109521,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.946352,0.758309,1.35167,2.0,109.0,5753.24,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.98055,0.879537,1.402601,0.0,109.0,5184.96,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.980156,0.85369,1.565772,0.0,109.0,5207.69,0.4014093910829384,0.90443489446,0.006132428069,0.499130301,0.004818137852,0.7292796500000001,0.0256560464358351,23.75797,0.7388573,1.0930283,1.6681098,22.98155,0.55477726,0.83716595,1.3735343,12.487816,0.6003294,0.8214616,0.9859971,sub-109521_ses-1_acq-multiband_dir-AP,sub-109521,ses-1,,dir-AP,acq-multiband,,,
109646,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.932347,0.761261,1.341377,0.0,109.0,7843.31,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.975031,0.885943,1.389627,0.0,109.0,6863.65,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.973934,0.858562,1.547011,0.0,109.0,7350.38,0.4255828476180766,1.1641423755750002,0.006132865325,0.591186561,0.0042398019287999,0.7217838316,0.0328039186581564,23.749517,0.776688,1.1682236,1.8056427,22.779074,0.54646415,0.84184253,1.4434118,12.178164,0.67747384,0.939806,1.1045016,sub-109646_ses-1_acq-multiband_dir-AP,sub-109646,ses-1,,dir-AP,acq-multiband,,,
109735,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.938331,0.772138,1.325339,56.0,109.0,5336.9,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.977923,0.895929,1.337495,0.0,109.0,5593.29,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.976836,0.861911,1.51751,0.0,109.0,6210.09,0.4896770673550273,1.7949822922795,0.01302993111,1.263897329,0.006786180544,1.0735074707,0.02384916207092,22.192131,0.72834826,1.0354891,1.7411009,21.461618,0.5015482,0.72583,1.3614082,12.049797,0.65121794,0.8594537,1.098199,sub-109735_ses-1_acq-multiband_dir-AP,sub-109735,ses-1,,dir-AP,acq-multiband,,,
110354,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.953657,0.824664,1.260378,0.0,109.0,5440.68,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.984578,0.921829,1.292451,0.0,109.0,4371.07,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.9841,0.906234,1.376279,0.0,109.0,4802.98,0.2767600597020853,0.97285834913,0.01570935734,0.5113361334,0.0074987520929999,0.5389158752100001,0.0249964611173309,28.681274,0.83260345,1.3484578,2.055835,27.880434,0.63644254,1.0597315,1.7127297,14.401141,0.6677653,0.99962246,1.2548937,sub-110354_ses-1_acq-multiband_dir-AP,sub-110354,ses-1,,dir-AP,acq-multiband,,,
110828,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.94465,0.780053,1.337999,2.0,109.0,6418.3,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.981142,0.898955,1.37966,0.0,109.0,4721.81,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.980465,0.864614,1.621772,0.0,109.0,5205.81,0.297000398970729,0.79647297006,0.01171668246,0.5833949352,0.004059324972,0.5529912243,0.0332289838515105,24.973797,0.87360454,1.2910949,1.6935958,24.330544,0.6454415,0.9898658,1.3798889,13.560678,0.70800453,0.9522278,1.044567,sub-110828_ses-1_acq-multiband_dir-AP,sub-110828,ses-1,,dir-AP,acq-multiband,,,
112028,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.944031,0.765169,1.369356,0.0,109.0,4740.64,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.98109,0.894479,1.402801,0.0,109.0,4614.88,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.980621,0.864983,1.623687,0.0,109.0,5108.68,0.5224064156496384,1.495507008855,0.01176751498,0.9508456642,0.006658790632,0.9705228555,0.0266717085312754,24.117134,0.76961565,1.2660525,1.937618,23.338377,0.54827976,0.93128175,1.560108,13.167389,0.656178,0.98469996,1.1876571,sub-112028_ses-1_acq-multiband_dir-AP,sub-112028,ses-1,,dir-AP,acq-multiband,,,
112249,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.930708,0.758043,1.322956,0.0,109.0,8431.64,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.975953,0.890222,1.372394,0.0,109.0,6409.31,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.974667,0.860793,1.524925,0.0,109.0,7473.09,0.5272828886842702,1.33087307311,0.007104689721,0.7246209485,0.0046307968586999,0.6846254967511,0.0342610104618166,22.976383,0.71430606,1.1433457,1.7713716,22.094593,0.49449015,0.83287954,1.406673,11.617263,0.6329402,0.90080446,1.0945518,sub-112249_ses-1_acq-multiband_dir-AP,sub-112249,ses-1,,dir-AP,acq-multiband,,,
112332,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.926308,0.735136,1.283889,35.0,109.0,5356.01,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.974142,0.883403,1.288498,0.0,109.0,4774.21,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.973244,0.848477,1.424293,0.0,109.0,5383.84,0.6160254098853419,1.5971546160599996,0.008032050915,1.024345079,0.0048194176048,1.1591502636,0.0247030453331178,19.54192,0.6917399,0.9804762,1.4102949,18.958586,0.47578195,0.6925645,1.0935886,10.515698,0.62474346,0.79965836,0.8854931,sub-112332_ses-1_acq-multiband_dir-AP,sub-112332,ses-1,,dir-AP,acq-multiband,,,
112694,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.92255,0.751358,1.254789,7.0,109.0,5667.56,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.973175,0.887358,1.291395,0.0,109.0,4975.5,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.971431,0.841334,1.47474,0.0,109.0,5936.2,0.5091574828144683,1.160356256586,0.02031142265,0.8270283309999998,0.0052150320299999,0.8334225306169999,0.020759258198805,19.448334,0.70511645,1.004396,1.3999503,18.825932,0.503462,0.7351719,1.1206447,9.929967,0.60690504,0.79321617,0.8519351,sub-112694_ses-1_acq-multiband_dir-AP,sub-112694,ses-1,,dir-AP,acq-multiband,,,
114709,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.952187,0.787929,1.37694,2.0,109.0,6495.55,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.982001,0.894595,1.4353,0.0,109.0,5789.19,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.981874,0.876379,1.599721,0.0,109.0,6359.36,0.3042132590988337,1.353748127605,0.009306418709,0.4006331888,0.011234647012,0.5349626665,0.0256942642097067,29.636751,0.8905053,1.3267252,2.0399952,28.962526,0.67109025,1.0254912,1.6864018,14.953651,0.7181598,0.9780933,1.2227517,sub-114709_ses-1_acq-multiband_dir-AP,sub-114709,ses-1,,dir-AP,acq-multiband,,,
114723,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.930923,0.739882,1.332196,1.0,109.0,4397.4,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.975777,0.875175,1.398047,0.0,109.0,5961.92,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.975146,0.827184,1.72128,0.0,109.0,7109.57,0.4518433535211085,1.30817022323,0.004932711832,0.8459338684999999,0.00441471953,1.0303813436,0.0296535105195703,22.54313,0.7174432,1.0405586,1.6082059,22.034393,0.5302762,0.7781883,1.3149056,11.640853,0.57386523,0.77752596,0.93912554,sub-114723_ses-1_acq-multiband_dir-AP,sub-114723,ses-1,,dir-AP,acq-multiband,,,
114935,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.947224,0.777563,1.406516,0.0,109.0,4597.16,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.979615,0.88541,1.441824,0.0,109.0,5695.68,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.979433,0.863217,1.611579,0.0,109.0,6072.77,0.2923965019595127,1.158933789619,0.004607369658,0.4429775227,0.0040591587608,0.7889790074,0.0207657989114942,28.7175,0.7800688,1.1695503,1.8958169,27.38675,0.56093705,0.853342,1.502021,15.058203,0.6718937,0.94839156,1.2037387,sub-114935_ses-1_acq-multiband_dir-AP,sub-114935,ses-1,,dir-AP,acq-multiband,,,
115800,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.93733,0.779132,1.281054,0.0,109.0,4754.95,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.976842,0.890305,1.34261,0.0,109.0,5448.67,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.97522,0.854676,1.517095,0.0,109.0,5532.98,0.5042402175002586,1.07741253223,0.00646141218,0.614219172,0.0044648127518,0.6900981111,0.0244036578338491,21.460314,0.7568421,1.0449572,1.5807596,20.698532,0.5173618,0.74600875,1.2349048,11.641049,0.6838249,0.84649354,0.99627197,sub-115800_ses-1_acq-multiband_dir-AP,sub-115800,ses-1,,dir-AP,acq-multiband,,,
116354,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.914643,0.67299,1.23057,120.0,109.0,7344.87,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.975366,0.869907,1.294724,0.0,109.0,6026.08,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.974516,0.846233,1.377223,0.0,109.0,6739.39,0.9531199822353024,3.4270964492000004,0.05549194291,2.480076311,0.03053639084,1.6700072406,0.0303654445948331,12.349444,0.50160724,0.9377892,1.2089807,11.486433,0.3432077,0.71313846,0.9771638,7.133063,0.45747435,0.7006299,0.731118,sub-116354_ses-1_acq-multiband_dir-AP,sub-116354,ses-1,,dir-AP,acq-multiband,,,
117397,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.937071,0.764427,1.296582,25.0,109.0,7307.81,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.979399,0.89597,1.337585,0.0,109.0,5378.22,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.978761,0.870625,1.483525,0.0,109.0,5835.47,0.3436840604493846,1.4614340630529,0.009049340151,0.7509254874,0.006959357998,0.6762108628000001,0.0278855702121965,20.510157,0.6544296,1.0715815,1.6084169,19.98533,0.4564218,0.7956601,1.2850505,10.758548,0.5941338,0.8519773,1.0285692,sub-117397_ses-1_acq-multiband_dir-AP,sub-117397,ses-1,,dir-AP,acq-multiband,,,
118864,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.947646,0.775162,1.388854,6.0,109.0,8605.56,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.981713,0.895416,1.444473,0.0,109.0,6941.7,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.981508,0.876232,1.589337,0.0,109.0,6671.74,0.3343988528713563,0.7942247390979998,0.01158843003,0.5877722135,0.0035849832899999,0.6697205835,0.0299726610977434,28.582256,0.89957577,1.3739392,2.072097,27.507801,0.6925354,1.0947018,1.742229,14.105685,0.7029181,0.97041076,1.2141215,sub-118864_ses-1_acq-multiband_dir-AP,sub-118864,ses-1,,dir-AP,acq-multiband,,,
118990,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.939697,0.786506,1.256102,0.0,109.0,5783.26,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.979899,0.906873,1.286672,0.0,109.0,5189.15,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.978591,0.866384,1.494621,0.0,109.0,5864.32,0.3562195202790113,0.9035187476835,0.01305013802,0.4623726632,0.0034678131339,0.5938926963,0.0267635976619831,24.302786,0.7473752,1.1596427,1.6162676,23.451855,0.5460167,0.87792057,1.2970165,12.686518,0.62213665,0.8679259,1.0108588,sub-118990_ses-1_acq-multiband_dir-AP,sub-118990,ses-1,,dir-AP,acq-multiband,,,
120217,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.939065,0.773573,1.348514,2.0,109.0,5937.1,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.976346,0.874826,1.436029,0.0,109.0,5566.06,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.975127,0.847904,1.589539,0.0,109.0,6678.82,0.4023622028902479,0.90070206561,0.005879209843,0.5783696888,0.0029382599747999,0.7597212959999999,0.0286188525687361,23.881626,0.75916326,1.0952032,1.6570764,22.770153,0.5314441,0.79655296,1.3009684,12.801836,0.66174793,0.86567986,1.0508546,sub-120217_ses-1_acq-multiband_dir-AP,sub-120217,ses-1,,dir-AP,acq-multiband,,,
120562,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.933467,0.753477,1.332487,1.0,109.0,7648.07,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.974727,0.869279,1.411563,0.0,109.0,7469.0,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.973912,0.843378,1.561992,0.0,109.0,8263.67,0.4127846054433837,0.96459322898,0.005615470931,0.5854936918,0.006345449714,0.7404375408,0.0218657325056223,20.083788,0.7195057,1.023824,1.605601,19.324673,0.5190254,0.762355,1.3089523,10.275599,0.6216944,0.79942614,0.9652174,sub-120562_ses-1_acq-multiband_dir-AP,sub-120562,ses-1,,dir-AP,acq-multiband,,,
121001,1,multiband,AP,ACPC,image,140.0,140.0,92.0,1.5,1.5,1.5,2010.0,0.935623,0.761626,1.326198,8.0,109.0,7541.73,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.977271,0.878835,1.408777,0.0,109.0,5558.21,95.0,116.0,101.0,1.7,1.7,1.7,2010.0,0.976414,0.855821,1.530768,0.0,109.0,6182.77,0.3848471107130555,1.15444291838,0.01135553233,0.5806247465,0.0118815913997,0.6403456796,0.0194523128960796,21.275192,0.69256425,1.0592586,1.6347101,20.237967,0.5100649,0.80685973,1.3303889,10.689203,0.58729273,0.80156904,0.99439853,sub-121001_ses-1_acq-multiband_dir-AP,sub-121001,ses-1,,dir-AP,acq-multiband,,,
