participant_id,session_id,task,acq,median_FD,low_coverage_sum,qc_determination
sub-105168,ses-1,fracback,singleband,0.1141246255582278,2,pass
sub-105168,ses-1,rest,multiband,0.0761081342416024,2,pass
sub-105168,ses-1,rest,singleband,0.0936499010383969,2,pass
sub-105176,ses-1,fracback,singleband,0.1034611383223747,2,pass
sub-105176,ses-1,rest,multiband,0.0912122025583753,2,pass
sub-105176,ses-1,rest,singleband,0.0630428940013877,2,pass
sub-105309,ses-1,rest,multiband,0.100358023253856,2,pass
sub-105309,ses-1,rest,singleband,0.0682236149740606,2,pass
sub-105767,ses-1,fracback,singleband,0.1022741528345951,2,pass
sub-105767,ses-1,rest,multiband,0.1471233306817569,2,pass
sub-105767,ses-1,rest,singleband,0.1148816985174682,2,pass
sub-105860,ses-1,fracback,singleband,0.0774318295074109,2,pass
sub-105860,ses-1,rest,multiband,0.1153963804604917,2,pass
sub-105860,ses-1,rest,singleband,0.0469927568389454,2,pass
sub-105979,ses-1,face,singleband,0.0629430269545445,2,pass
sub-105979,ses-1,fracback,singleband,0.0650386919090655,2,pass
sub-105979,ses-1,rest,multiband,0.1084255773871284,2,pass
sub-105979,ses-1,rest,singleband,0.1136462843028927,2,pass
sub-106039,ses-1,fracback,singleband,0.0528930590194497,2,pass
sub-106039,ses-1,rest,multiband,0.0960219182185929,2,pass
sub-106039,ses-1,rest,singleband,0.0504490219946116,2,pass
sub-106246,ses-1,fracback,singleband,0.0907958294262804,2,pass
sub-106246,ses-1,rest,multiband,0.1003127077101749,2,pass
sub-106246,ses-1,rest,singleband,0.0712824346813067,2,pass
sub-106331,ses-1,fracback,singleband,0.1226152307352047,2,pass
sub-106331,ses-1,rest,multiband,0.2616248201042224,2,fail
sub-106331,ses-1,rest,singleband,0.0889572097993871,2,pass
sub-106802,ses-1,fracback,singleband,0.0577050214033343,2,pass
sub-106802,ses-1,rest,multiband,0.0769433090338282,2,pass
sub-106802,ses-1,rest,singleband,0.0634018691351888,2,pass
sub-106880,ses-1,fracback,singleband,0.047619390194662,2,pass
sub-106880,ses-1,rest,multiband,0.0832575851684158,2,pass
sub-106880,ses-1,rest,singleband,0.1116916496049565,2,pass
sub-107055,ses-1,fracback,singleband,0.0771202789797761,2,pass
sub-107055,ses-1,rest,multiband,0.1173099576477939,2,pass
sub-107055,ses-1,rest,singleband,0.0756499492180984,2,pass
sub-108202,ses-1,fracback,singleband,0.0680769744723301,2,pass
sub-108202,ses-1,rest,multiband,0.183670342063852,2,pass
sub-108202,ses-1,rest,singleband,0.1255318391754646,2,pass
sub-109521,ses-1,fracback,singleband,0.1127894836284323,2,pass
sub-109521,ses-1,rest,multiband,0.0887579632442892,2,pass
sub-109521,ses-1,rest,singleband,0.0723366244245247,2,pass
sub-109646,ses-1,fracback,singlebandVARIANTObliquityFalse,0.0546942696747308,2,pass
sub-109646,ses-1,rest,multibandVARIANTObliquityFalse,0.0740360566109917,2,pass
sub-109646,ses-1,rest,singlebandVARIANTObliquityFalse,0.0763561843101218,2,pass
sub-109735,ses-1,fracback,singleband,0.0739350107100122,2,pass
sub-109735,ses-1,rest,multiband,0.1091920064197199,2,pass
sub-109735,ses-1,rest,singleband,0.1392089032219615,2,pass
sub-110168,ses-1,face,singleband,0.2062597611570304,2,fail
sub-110168,ses-1,fracback,singleband,0.1497693890866273,2,pass
sub-110168,ses-1,rest,multiband,0.131352483926659,2,pass
sub-110168,ses-1,rest,singleband,0.1618186752814303,2,pass
sub-110354,ses-1,fracback,singleband,0.1095142799375046,2,pass
sub-110354,ses-1,rest,multiband,0.0770898110110891,2,pass
sub-110354,ses-1,rest,singleband,0.1475142435744834,2,pass
sub-110828,ses-1,rest,multibandVARIANTObliquityFalse,0.1215883833337975,2,pass
sub-112028,ses-1,fracback,singleband,0.1111064854811691,2,pass
sub-112028,ses-1,rest,multiband,0.1657647353239154,2,pass
sub-112028,ses-1,rest,singleband,0.1387978635880772,2,pass
sub-112061,ses-1,fracback,singleband,0.0563927186406536,2,pass
sub-112061,ses-1,rest,multiband,0.0821050793840492,2,pass
sub-112061,ses-1,rest,singleband,0.0786737928244893,2,pass
sub-112126,ses-1,face,singleband,0.139424455112376,2,pass
sub-112126,ses-1,fracback,singleband,0.1297048399751095,2,pass
sub-112126,ses-1,rest,multiband,0.1372799994920451,2,pass
sub-112126,ses-1,rest,singleband,0.31009854072202,2,fail
sub-112249,ses-1,fracback,singleband,0.1114288502199296,2,pass
sub-112249,ses-1,rest,multiband,0.1471578571170192,2,pass
sub-112249,ses-1,rest,singleband,0.1232105723376409,2,pass
sub-112332,ses-1,fracback,singleband,0.0581837994304986,2,pass
sub-112332,ses-1,rest,multiband,0.1359712069496721,2,pass
sub-112332,ses-1,rest,singleband,0.1298821857021109,2,pass
sub-112694,ses-1,fracback,singleband,0.0622850891065304,2,pass
sub-112694,ses-1,rest,multiband,0.1050871675415822,2,pass
sub-112694,ses-1,rest,singleband,0.1320479714947816,2,pass
sub-113111,ses-1,face,singleband,0.1403645151670048,2,pass
sub-113111,ses-1,fracback,singleband,0.0588411685279048,2,pass
sub-113111,ses-1,rest,multiband,0.0953033834844662,2,pass
sub-113111,ses-1,rest,singleband,0.0757946435799626,2,pass
sub-114709,ses-1,fracback,singleband,0.0631655737391675,2,pass
sub-114709,ses-1,rest,multiband,0.1164858159722152,2,pass
sub-114709,ses-1,rest,singleband,0.0755376475739996,2,pass
sub-114713,ses-1,face,singleband,0.0543011317110964,2,pass
sub-114713,ses-1,fracback,singleband,0.0623382133686167,2,pass
sub-114713,ses-1,rest,multiband,0.1004512976900771,2,pass
sub-114713,ses-1,rest,singleband,0.0959470699535826,2,pass
sub-114723,ses-1,rest,multiband,0.0839036769060079,2,pass
sub-114723,ses-1,rest,singleband,0.0477346372250933,2,pass
sub-114935,ses-1,fracback,singleband,0.0732152141794647,2,pass
sub-114935,ses-1,rest,multiband,0.1155785069121868,2,pass
sub-114935,ses-1,rest,singleband,0.0663035769592497,2,pass
sub-114990,ses-1,face,singleband,0.0752563762661055,2,pass
sub-114990,ses-1,fracback,singleband,0.0708813575732917,2,pass
sub-114990,ses-1,rest,multiband,0.0666263124931214,2,pass
sub-114990,ses-1,rest,singleband,0.1034993218015765,2,pass
sub-115800,ses-1,fracback,singleband,0.0742507656507913,2,pass
sub-115800,ses-1,rest,multiband,0.157137077733997,2,pass
sub-115800,ses-1,rest,singleband,0.0968814912371373,2,pass
sub-116019,ses-1,face,singleband,0.2014950462288755,2,fail
sub-116019,ses-1,fracback,singleband,0.1073814042906688,2,pass
sub-116019,ses-1,rest,multiband,0.1180664518403052,2,pass
sub-116019,ses-1,rest,singleband,0.1396278396149199,2,pass
sub-116051,ses-1,face,singleband,0.0812887599930407,2,pass
sub-116051,ses-1,fracback,singleband,0.0647185991932433,2,pass
sub-116051,ses-1,rest,multiband,0.0954293612834837,2,pass
sub-116051,ses-1,rest,singleband,0.0553899587930051,2,pass
sub-116210,ses-1,face,singleband,0.0659426466973622,2,pass
sub-116210,ses-1,fracback,singleband,0.0562134195832702,2,pass
sub-116210,ses-1,rest,multiband,0.082983170015924,2,pass
sub-116210,ses-1,rest,singleband,0.0912669443563043,2,pass
sub-116354,ses-1,fracback,singleband,0.614496170676367,2,fail
sub-116354,ses-1,rest,multiband,0.1075482424355574,2,pass
sub-116354,ses-1,rest,singleband,0.5008274388346344,2,fail
sub-116360,ses-1,face,singleband,0.1349038171314684,2,pass
sub-116360,ses-1,fracback,singleband,0.0786337382144277,2,pass
sub-116360,ses-1,rest,multiband,0.1769267858053561,2,pass
sub-116360,ses-1,rest,singleband,0.1178691559433413,2,pass
sub-117226,ses-1,face,singleband,0.0806970747630002,2,pass
sub-117226,ses-1,fracback,singleband,0.0685506942476988,2,pass
sub-117226,ses-1,rest,multiband,0.2220045625033029,2,fail
sub-117226,ses-1,rest,singleband,0.1403667862938787,2,pass
sub-117397,ses-1,fracback,singleband,0.1560760348055974,2,pass
sub-117397,ses-1,rest,multiband,0.0665779728747669,2,pass
sub-117397,ses-1,rest,singleband,0.0806011641500222,2,pass
sub-118393,ses-1,face,singleband,0.1732897686210715,2,pass
sub-118393,ses-1,rest,multiband,0.127873358507886,2,pass
sub-118393,ses-1,rest,singleband,0.1220779781819873,2,pass
sub-118864,ses-1,rest,multibandVARIANTObliquityFalse,0.0692953121820444,2,pass
sub-118990,ses-1,rest,multibandVARIANTObliquityFalse,0.0714884777776942,2,pass
sub-119302,ses-1,face,singleband,0.1466021612142374,2,pass
sub-119302,ses-1,fracback,singleband,0.0757583100894564,2,pass
sub-119302,ses-1,rest,multiband,0.0961562460860697,2,pass
sub-119302,ses-1,rest,singleband,0.092309196886292,2,pass
sub-119791,ses-1,face,singleband,0.1770458757840201,2,pass
sub-119791,ses-1,fracback,singleband,0.1196596480055002,2,pass
sub-119791,ses-1,rest,multiband,0.1696794907419664,2,pass
sub-119791,ses-1,rest,singleband,0.1860842065958307,2,pass
sub-120217,ses-1,fracback,singleband,0.0918214159857472,2,pass
sub-120217,ses-1,rest,multiband,0.1175732967603953,2,pass
sub-120217,ses-1,rest,singleband,0.0778334678265516,2,pass
sub-120562,ses-1,fracback,singleband,0.0945864184219484,2,pass
sub-120562,ses-1,rest,multiband,0.092507753752462,2,pass
sub-120562,ses-1,rest,singleband,0.1920014302234264,2,pass
sub-121001,ses-1,fracback,singleband,0.0743930640326327,2,pass
sub-121001,ses-1,rest,multiband,0.0590029551241007,2,pass
sub-121001,ses-1,rest,singleband,0.0634701844685937,2,pass
sub-121050,ses-1,fracback,singleband,0.1089686966598654,2,pass
sub-121050,ses-1,rest,multiband,0.1003423351219356,2,pass
sub-121050,ses-1,rest,singleband,0.0911656290800473,2,pass
sub-121085,ses-1,face,singleband,0.0850469538956059,2,pass
sub-121085,ses-1,fracback,singleband,0.0666734922745641,2,pass
sub-121085,ses-1,rest,multiband,0.0889726588801812,2,pass
sub-121085,ses-1,rest,singleband,0.1373807186967744,2,pass
sub-121407,ses-1,fracback,singleband,0.0667559271070645,2,pass
sub-121407,ses-1,rest,multiband,0.0739327002632529,2,pass
sub-121407,ses-1,rest,singleband,0.0878415157373341,2,pass
sub-121476,ses-1,rest,multiband,0.1767513824446005,2,pass
sub-121476,ses-1,rest,singleband,0.2055417598887826,2,fail
sub-121670,ses-1,rest,multibandVARIANTObliquityFalse,0.1102075012870918,2,pass
sub-122522,ses-1,fracback,singleband,0.2090846086043277,2,fail
sub-122522,ses-1,rest,multiband,0.0967608223037662,2,pass
sub-122522,ses-1,rest,singleband,0.3514599798813703,2,fail
sub-122528,ses-1,fracback,singleband,0.0784810205166437,2,pass
sub-122528,ses-1,rest,multiband,0.097270456335677,2,pass
sub-122528,ses-1,rest,singleband,0.0759353063506304,2,pass
sub-122801,ses-1,rest,multiband,0.0742660385479632,2,pass
sub-122801,ses-1,rest,singleband,0.0453061611393607,2,pass
sub-122916,ses-1,face,singleband,0.0753340089863416,2,pass
sub-122916,ses-1,fracback,singleband,0.0629419261216865,2,pass
sub-122916,ses-1,rest,multiband,0.0954449810510559,2,pass
sub-122916,ses-1,rest,singleband,0.1346146669441876,2,pass
sub-125511,ses-1,fracback,singleband,0.0527195802176772,2,pass
sub-125511,ses-1,rest,multiband,0.0915231877118828,2,pass
sub-125511,ses-1,rest,singleband,0.112165976896234,2,pass
sub-125535,ses-1,fracback,singleband,0.0531321035695574,2,pass
sub-125535,ses-1,rest,multiband,0.0851076618678655,2,pass
sub-125535,ses-1,rest,singleband,0.0768294040099591,2,pass
sub-125554,ses-1,face,singleband,0.1037724517996316,2,pass
sub-125554,ses-1,fracback,singleband,0.0721654674300706,2,pass
sub-125554,ses-1,rest,multiband,0.0855201050987901,2,pass
sub-125554,ses-1,rest,singleband,0.079491369245454,2,pass
sub-126176,ses-1,fracback,singleband,0.0786581527276014,2,pass
sub-126176,ses-1,rest,multiband,0.0917266365111553,2,pass
sub-126176,ses-1,rest,singleband,0.0589030842572946,2,pass
sub-126389,ses-1,fracback,singleband,0.0584226582650464,2,pass
sub-126389,ses-1,rest,multiband,0.0751456812850606,2,pass
sub-126389,ses-1,rest,singleband,0.0887657931897828,2,pass
sub-126554,ses-1,fracback,singleband,0.0675443000158788,2,pass
sub-126554,ses-1,rest,multiband,0.0747812473128356,2,pass
sub-126554,ses-1,rest,singleband,0.1168223138491214,2,pass
sub-126903,ses-1,face,singleband,0.0599020218312757,2,pass
sub-126903,ses-1,fracback,singleband,0.0516285728312216,2,pass
sub-126903,ses-1,rest,multiband,0.1092337187287633,2,pass
sub-126903,ses-1,rest,singleband,0.0791187940602025,2,pass
sub-126921,ses-1,fracback,singleband,0.0463993917177424,2,pass
sub-126921,ses-1,rest,multiband,0.0552545881543131,2,pass
sub-126921,ses-1,rest,singleband,0.04736445299275,2,pass
sub-127008,ses-1,fracback,singleband,0.0597243492184188,2,pass
sub-127008,ses-1,rest,multiband,0.0965589700721387,2,pass
sub-127008,ses-1,rest,singleband,0.1535154768802072,2,pass
sub-127236,ses-1,fracback,singleband,0.0974561483210854,2,pass
sub-127236,ses-1,rest,multiband,0.1193640482555789,2,pass
sub-127236,ses-1,rest,singleband,0.2030949604471185,2,fail
sub-127305,ses-1,fracback,singleband,0.0803050199934531,2,pass
sub-127305,ses-1,rest,multiband,0.1573055076835129,2,pass
sub-127305,ses-1,rest,singleband,0.1042183290678345,2,pass
sub-127417,ses-1,fracback,singleband,0.0925458570334879,2,pass
sub-127417,ses-1,rest,multiband,0.0937585584262424,2,pass
sub-127417,ses-1,rest,singleband,0.1217893367333003,2,pass
sub-127542,ses-1,rest,multibandVARIANTObliquityFalse,0.1362085994290124,2,pass
sub-127611,ses-1,fracback,singleband,0.1914395590178517,2,pass
sub-127611,ses-1,rest,multiband,0.1710605429990289,2,pass
sub-127611,ses-1,rest,singleband,0.1491414398652083,2,pass
sub-128061,ses-1,rest,multibandVARIANTObliquityFalse,0.2434892367657812,2,fail
sub-128154,ses-1,fracback,singleband,0.1358727287982174,2,pass
sub-128154,ses-1,rest,multiband,0.1155052057658705,2,pass
sub-128154,ses-1,rest,singleband,0.082150110030848,2,pass
sub-129354,ses-1,rest,multiband,0.0805230333320007,2,pass
sub-129405,ses-1,rest,multibandVARIANTObliquityFalse,0.1348944128122996,2,pass
sub-129552,ses-1,fracback,singleband,0.0348030409249686,2,pass
sub-129552,ses-1,rest,multiband,0.082694351785713,2,pass
sub-129552,ses-1,rest,singleband,0.0718383756049814,2,pass
sub-129720,ses-1,fracback,singleband,0.0491948810272552,2,pass
sub-129720,ses-1,rest,multiband,0.1213317374309587,2,pass
sub-129720,ses-1,rest,singleband,0.068304091446169,2,pass
sub-129886,ses-1,fracback,singleband,0.0594868468226122,2,pass
sub-129886,ses-1,rest,multiband,0.077142855910744,2,pass
sub-129886,ses-1,rest,singleband,0.065907854005639,2,pass
sub-129926,ses-1,face,singleband,0.1455287065197462,2,pass
sub-129926,ses-1,fracback,singleband,0.0824808653683498,2,pass
sub-129926,ses-1,rest,multiband,0.0806258831347073,2,pass
sub-129926,ses-1,rest,singleband,0.1015491455937939,2,pass
sub-130121,ses-1,fracback,singlebandVARIANTNumVolumes40,0.1153266710571625,2,pass
sub-130121,ses-1,rest,multiband,0.111664351083408,2,pass
sub-130121,ses-1,rest,singleband,0.111524973445864,2,pass
sub-130211,ses-1,face,singleband,0.0567874703688305,2,pass
sub-130211,ses-1,fracback,singleband,0.0337379238085056,2,pass
sub-130211,ses-1,rest,multiband,0.0556580253868335,2,pass
sub-130211,ses-1,rest,singleband,0.0493150623180093,2,pass
sub-130687,ses-1,fracback,singleband,0.0855111735605636,2,pass
sub-130687,ses-1,rest,multiband,0.1204683951069877,2,pass
sub-130687,ses-1,rest,singleband,0.1741063691471552,2,pass
sub-130759,ses-1,rest,multibandVARIANTNumVolumes1114ObliquityFalse,0.085855730418398,2,pass
sub-130896,ses-1,face,singleband,0.0710930226068435,2,pass
sub-130896,ses-1,fracback,singleband,0.097728221110228,2,pass
sub-130896,ses-1,rest,multiband,0.1147941979274286,2,pass
sub-130896,ses-1,rest,singleband,0.0942409614931687,2,pass
sub-131224,ses-1,fracback,singleband,0.0656986367115878,2,pass
sub-131224,ses-1,rest,multiband,0.0692360361255623,2,pass
sub-131224,ses-1,rest,singleband,0.0885831582883475,2,pass
sub-131867,ses-1,fracback,singleband,0.0859327235988687,2,pass
sub-131867,ses-1,rest,multiband,0.0666692221901437,2,pass
sub-131867,ses-1,rest,singleband,0.0618356482195366,2,pass
sub-132179,ses-1,fracback,singleband,0.1078627902150146,2,pass
sub-132179,ses-1,rest,multiband,0.175834639090143,2,pass
sub-132179,ses-1,rest,singleband,0.1314561965094132,2,pass
sub-132224,ses-1,fracback,singleband,0.0554168101328645,2,pass
sub-132224,ses-1,rest,multiband,0.059324834121423,2,pass
sub-132224,ses-1,rest,singleband,0.0526770018752625,2,pass
sub-132657,ses-1,fracback,singleband,0.0710372845748644,2,pass
sub-132657,ses-1,rest,multiband,0.0871039531442323,2,pass
sub-132657,ses-1,rest,singleband,0.0850845941341767,2,pass
sub-133220,ses-1,fracback,singleband,0.0419791341692522,2,pass
sub-133220,ses-1,rest,multiband,0.1447268827130987,2,pass
sub-133220,ses-1,rest,singleband,0.0925231363112127,2,pass
sub-139272,ses-1,face,singleband,0.139246636563119,2,pass
sub-139272,ses-1,fracback,singleband,0.121171997900896,2,pass
sub-139272,ses-1,rest,multiband,0.1512059182295526,2,pass
sub-139272,ses-1,rest,singleband,0.0937658212964116,2,pass
